n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.08,25.0,2
3,0.2,25.0,5
4,0.32,25.0,8
5,0.36,25.0,9
6,0.88,25.0,22
7,1.44,25.0,36
8,2.0,25.0,50
9,2.08,25.0,52
10,8.32,25.0,208
11,14.56,25.0,364
12,20.8,25.0,520
13,20.88,25.0,522
14,21.6,25.0,540
15,22.36,25.0,559
16,23.12,25.0,578
17,23.16,25.0,579
18,23.76,25.0,594
19,24.36,25.0,609
20,25.0,25.0,625
21,25.04,25.0,626
22,25.56,25.0,639
23,26.12,25.0,653
24,26.68,25.0,667
25,26.72,25.0,668
26,27.24,25.0,681
27,27.76,25.0,694
28,28.32,25.0,708
29,28.36,25.0,709
30,28.92,25.0,723
31,29.52,25.0,738
32,30.12,25.0,753
33,30.16,25.0,754
34,30.68,25.0,767
35,31.2,25.0,780
36,31.76,25.0,794
37,31.8,25.0,795
38,32.28,25.0,807
39,32.8,25.0,820
40,33.32,25.0,833
41,33.36,25.0,834
42,34.52,25.0,863
43,35.68,25.0,892
44,36.84,25.0,921
45,36.88,25.0,922
46,37.24,25.0,931
47,37.6,25.0,940
48,37.96,25.0,949
49,38.0,25.0,950
50,38.68,25.0,967
51,39.36,25.0,984
52,40.08,25.0,1002
53,40.12,25.0,1003
54,47.52,25.0,1188
55,54.92,25.0,1373
56,62.32,25.0,1558
57,62.36,25.0,1559
58,63.2,25.0,1580
59,64.04,25.0,1601
60,64.88,25.0,1622
61,64.92,25.0,1623
62,65.64,25.0,1641
63,66.36,25.0,1659
64,67.08,25.0,1677
65,67.12,25.0,1678
66,67.84,25.0,1696
67,68.56,25.0,1714
68,69.28,25.0,1732
69,69.32,25.0,1733
70,71.16,25.0,1779
71,73.0,25.0,1825
72,74.88,25.0,1872
73,74.92,25.0,1873
74,75.4,25.0,1885
75,75.88,25.0,1897
76,76.36,25.0,1909
77,76.4,25.0,1910
78,77.24,25.0,1931
79,78.12,25.0,1953
80,79.0,25.0,1975
81,79.04,25.0,1976
82,79.6,25.0,1990
83,80.2,25.0,2005
84,80.8,25.0,2020
85,80.84,25.0,2021
86,81.4,25.0,2035
87,81.96,25.0,2049
88,82.52,25.0,2063
89,82.56,25.0,2064
90,83.2,25.0,2080
91,83.84,25.0,2096
92,84.48,25.0,2112
93,84.52,25.0,2113
94,84.88,25.0,2122
95,85.24,25.0,2131
96,85.6,25.0,2140
97,85.64,25.0,2141
98,86.4,25.0,2160
99,87.16,25.0,2179
100,87.92,25.0,2198
101,87.96,25.0,2199
102,88.72,25.0,2218
103,89.48,25.0,2237
104,90.28,25.0,2257
105,90.32,25.0,2258
106,91.36,25.0,2284
107,92.4,25.0,2310
108,93.48,25.0,2337
109,93.52,25.0,2338
110,94.24,25.0,2356
111,95.0,25.0,2375
112,95.76,25.0,2394
113,95.8,25.0,2395
114,96.52,25.0,2413
115,97.24,25.0,2431
116,97.96,25.0,2449
117,98.0,25.0,2450
118,98.68,25.0,2467
119,99.4,25.0,2485
120,100.12,25.0,2503
121,100.16,25.0,2504
122,101.6,25.0,2540
123,103.04,25.0,2576
124,104.48,25.0,2612
125,104.52,25.0,2613
126,105.24,25.0,2631
127,105.96,25.0,2649
128,106.68,25.0,2667
129,106.72,25.0,2668
130,107.32,25.0,2683
131,107.96,25.0,2699
132,108.6,25.0,2715
133,108.64,25.0,2716
134,109.2,25.0,2730
135,109.8,25.0,2745
136,110.4,25.0,2760
137,110.44,25.0,2761
138,110.8,25.0,2770
139,111.16,25.0,2779
140,111.52,25.0,2788
141,111.56,25.0,2789
142,112.32,25.0,2808
143,113.12,25.0,2828
144,113.92,25.0,2848
145,113.96,25.0,2849
146,114.72,25.0,2868
147,115.48,25.0,2887
148,116.28,25.0,2907
149,116.32,25.0,2908
150,117.0,25.0,2925
151,117.68,25.0,2942
152,118.4,25.0,2960
153,118.44,25.0,2961
154,119.2,25.0,2980
155,119.96,25.0,2999
156,120.76,25.0,3019
157,120.8,25.0,3020
158,121.48,25.0,3037
159,122.16,25.0,3054
160,122.88,25.0,3072
161,122.92,25.0,3073
162,123.6,25.0,3090
163,124.32,25.0,3108
164,125.04,25.0,3126
165,125.08,25.0,3127
166,125.76,25.0,3144
