n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.08,25.0,2
3,0.2,25.0,5
4,0.32,25.0,8
5,0.36,25.0,9
6,0.8,25.0,20
7,1.28,25.0,32
8,1.76,25.0,44
9,1.8,25.0,45
10,5.28,25.0,132
11,8.76,25.0,219
12,12.24,25.0,306
13,12.28,25.0,307
14,12.92,25.0,323
15,13.6,25.0,340
16,14.28,25.0,357
17,14.32,25.0,358
18,14.96,25.0,374
19,15.6,25.0,390
20,16.24,25.0,406
21,16.28,25.0,407
22,16.88,25.0,422
23,17.48,25.0,437
24,18.08,25.0,452
25,18.12,25.0,453
26,18.52,25.0,463
27,18.92,25.0,473
28,19.36,25.0,484
29,19.4,25.0,485
30,20.04,25.0,501
31,20.68,25.0,517
32,21.32,25.0,533
33,21.36,25.0,534
34,21.8,25.0,545
35,22.24,25.0,556
36,22.72,25.0,568
37,22.76,25.0,569
38,23.28,25.0,582
39,23.84,25.0,596
40,24.4,25.0,610
41,24.44,25.0,611
42,25.0,25.0,625
43,25.56,25.0,639
44,26.12,25.0,653
45,26.16,25.0,654
46,26.6,25.0,665
47,27.04,25.0,676
48,27.48,25.0,687
49,27.52,25.0,688
50,28.0,25.0,700
51,28.48,25.0,712
52,29.0,25.0,725
53,29.04,25.0,726
54,29.84,25.0,746
55,30.68,25.0,767
56,31.52,25.0,788
57,31.56,25.0,789
58,39.04,25.0,976
59,46.56,25.0,1164
60,54.08,25.0,1352
61,54.12,25.0,1353
62,54.36,25.0,1359
63,54.64,25.0,1366
64,54.92,25.0,1373
65,54.96,25.0,1374
66,55.4,25.0,1385
67,55.84,25.0,1396
68,56.32,25.0,1408
69,56.36,25.0,1409
70,57.12,25.0,1428
71,57.88,25.0,1447
72,58.64,25.0,1466
73,58.68,25.0,1467
74,59.32,25.0,1483
75,59.96,25.0,1499
76,60.64,25.0,1516
77,60.68,25.0,1517
78,61.52,25.0,1538
79,62.4,25.0,1560
80,63.28,25.0,1582
81,63.32,25.0,1583
82,63.92,25.0,1598
83,64.52,25.0,1613
84,65.12,25.0,1628
85,65.16,25.0,1629
86,65.84,25.0,1646
87,66.56,25.0,1664
88,67.28,25.0,1682
89,67.32,25.0,1683
90,67.44,25.0,1686
91,67.56,25.0,1689
92,67.68,25.0,1692
93,67.72,25.0,1693
94,72.16,25.0,1804
95,76.64,25.0,1916
96,81.12,25.0,2028
97,81.16,25.0,2029
98,82.6,25.0,2065
99,84.04,25.0,2101
100,85.48,25.0,2137
101,85.52,25.0,2138
102,86.88,25.0,2172
103,88.24,25.0,2206
104,89.64,25.0,2241
105,89.68,25.0,2242
106,90.52,25.0,2263
107,91.36,25.0,2284
108,92.2,25.0,2305
109,92.24,25.0,2306
110,92.88,25.0,2322
111,93.56,25.0,2339
112,94.24,25.0,2356
113,94.28,25.0,2357
114,95.76,25.0,2394
115,97.24,25.0,2431
116,98.72,25.0,2468
117,98.76,25.0,2469
118,100.0,25.0,2500
119,101.28,25.0,2532
120,102.56,25.0,2564
121,102.6,25.0,2565
122,104.24,25.0,2606
123,105.88,25.0,2647
124,107.56,25.0,2689
125,107.6,25.0,2690
126,109.32,25.0,2733
127,111.08,25.0,2777
128,112.84,25.0,2821
129,112.88,25.0,2822
130,114.64,25.0,2866
131,116.4,25.0,2910
132,118.2,25.0,2955
133,118.24,25.0,2956
134,120.36,25.0,3009
135,122.52,25.0,3063
136,124.68,25.0,3117
137,124.72,25.0,3118
138,125.52,25.0,3138
139,126.32,25.0,3158
140,127.16,25.0,3179
141,127.2,25.0,3180
142,128.28,25.0,3207
143,129.36,25.0,3234
144,130.48,25.0,3262
145,130.52,25.0,3263
146,132.08,25.0,3302
147,133.64,25.0,3341
148,135.2,25.0,3380
149,135.24,25.0,3381
150,135.8,25.0,3395
151,136.36,25.0,3409
152,136.96,25.0,3424
153,137.0,25.0,3425
154,144.56,25.0,3614
155,152.16,25.0,3804
156,159.76,25.0,3994
157,159.8,25.0,3995
158,160.6,25.0,4015
159,161.4,25.0,4035
160,162.24,25.0,4056
161,162.28,25.0,4057
162,163.36,25.0,4084
163,164.44,25.0,4111
164,165.56,25.0,4139
165,165.6,25.0,4140
166,166.28,25.0,4157
167,166.96,25.0,4174
