n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,1.8,25.0,45
3,3.64,25.0,91
4,5.48,25.0,137
5,5.52,25.0,138
6,8.68,25.0,217
7,11.84,25.0,296
8,15.04,25.0,376
9,15.08,25.0,377
10,17.56,25.0,439
11,20.04,25.0,501
12,22.52,25.0,563
13,22.56,25.0,564
14,28.92,25.0,723
15,35.32,25.0,883
16,41.72,25.0,1043
17,41.76,25.0,1044
18,47.6,25.0,1190
19,53.44,25.0,1336
20,59.32,25.0,1483
21,59.36,25.0,1484
22,64.0,25.0,1600
23,68.64,25.0,1716
24,73.32,25.0,1833
25,73.36,25.0,1834
26,77.76,25.0,1944
27,82.2,25.0,2055
28,86.64,25.0,2166
29,86.68,25.0,2167
30,87.52,25.0,2188
31,88.4,25.0,2210
32,89.28,25.0,2232
33,89.32,25.0,2233
34,91.04,25.0,2276
35,92.76,25.0,2319
36,94.52,25.0,2363
37,94.56,25.0,2364
38,96.36,25.0,2409
39,98.2,25.0,2455
40,100.04,25.0,2501
41,100.08,25.0,2502
42,101.12,25.0,2528
43,102.2,25.0,2555
44,103.28,25.0,2582
45,103.32,25.0,2583
46,108.28,25.0,2707
47,113.28,25.0,2832
48,118.28,25.0,2957
49,118.32,25.0,2958
50,127.0,25.0,3175
51,135.68,25.0,3392
52,144.36,25.0,3609
53,144.4,25.0,3610
54,145.52,25.0,3638
55,146.64,25.0,3666
56,147.8,25.0,3695
57,147.84,25.0,3696
58,155.16,25.0,3879
59,162.48,25.0,4062
60,169.84,25.0,4246
61,169.88,25.0,4247
62,173.68,25.0,4342
63,177.48,25.0,4437
64,181.32,25.0,4533
65,181.36,25.0,4534
66,183.76,25.0,4594
67,186.16,25.0,4654
68,188.6,25.0,4715
69,188.64,25.0,4716
70,190.76,25.0,4769
71,192.92,25.0,4823
72,195.08,25.0,4877
73,195.12,25.0,4878
74,197.8,25.0,4945
75,200.48,25.0,5012
76,203.2,25.0,5080
77,203.24,25.0,5081
78,206.56,25.0,5164
79,209.88,25.0,5247
80,213.24,25.0,5331
81,213.28,25.0,5332
82,215.76,25.0,5394
83,218.24,25.0,5456
84,220.72,25.0,5518
85,220.76,25.0,5519
86,224.4,25.0,5610
87,228.08,25.0,5702
88,231.76,25.0,5794
89,231.8,25.0,5795
90,234.12,25.0,5853
91,236.48,25.0,5912
92,238.84,25.0,5971
93,238.88,25.0,5972
94,240.12,25.0,6003
95,241.36,25.0,6034
96,242.64,25.0,6066
