n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,1.64,25.0,41
3,3.28,25.0,82
4,4.92,25.0,123
5,4.96,25.0,124
6,6.92,25.0,173
7,8.88,25.0,222
8,10.84,25.0,271
9,10.88,25.0,272
10,12.96,25.0,324
11,15.04,25.0,376
12,17.16,25.0,429
13,17.2,25.0,430
14,19.64,25.0,491
15,22.12,25.0,553
16,24.6,25.0,615
17,24.64,25.0,616
18,26.28,25.0,657
19,27.92,25.0,698
20,29.6,25.0,740
21,29.64,25.0,741
22,33.84,25.0,846
23,38.04,25.0,951
24,42.24,25.0,1056
25,42.28,25.0,1057
26,43.2,25.0,1080
27,44.16,25.0,1104
28,45.12,25.0,1128
29,45.16,25.0,1129
31,45.2,25.0,1130
32,45.24,25.0,1131
