n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.12,25.0,3
3,0.24,25.0,6
4,0.36,25.0,9
5,0.4,25.0,10
6,0.8,25.0,20
7,1.24,25.0,31
8,1.68,25.0,42
9,1.72,25.0,43
10,8.8,25.0,220
11,15.88,25.0,397
12,22.96,25.0,574
13,23.0,25.0,575
14,23.72,25.0,593
15,24.44,25.0,611
16,25.16,25.0,629
17,25.2,25.0,630
18,25.52,25.0,638
19,25.88,25.0,647
20,26.24,25.0,656
21,26.28,25.0,657
22,26.56,25.0,664
23,26.88,25.0,672
24,27.2,25.0,680
25,27.24,25.0,681
26,27.52,25.0,688
27,27.84,25.0,696
28,28.16,25.0,704
29,28.2,25.0,705
30,28.52,25.0,713
31,28.84,25.0,721
32,29.16,25.0,729
33,29.2,25.0,730
34,29.52,25.0,738
35,29.88,25.0,747
36,30.24,25.0,756
37,30.28,25.0,757
38,30.6,25.0,765
39,30.92,25.0,773
40,31.28,25.0,782
41,31.32,25.0,783
42,31.6,25.0,790
43,31.92,25.0,798
44,32.24,25.0,806
45,32.28,25.0,807
46,32.56,25.0,814
47,32.88,25.0,822
48,33.2,25.0,830
49,33.24,25.0,831
50,33.56,25.0,839
51,33.88,25.0,847
52,34.24,25.0,856
53,34.28,25.0,857
54,34.56,25.0,864
55,34.88,25.0,872
56,35.2,25.0,880
57,35.24,25.0,881
58,35.56,25.0,889
59,35.88,25.0,897
60,36.2,25.0,905
61,36.24,25.0,906
62,36.52,25.0,913
63,36.84,25.0,921
64,37.16,25.0,929
65,37.2,25.0,930
66,37.48,25.0,937
67,37.76,25.0,944
68,38.08,25.0,952
69,38.12,25.0,953
70,38.8,25.0,970
71,39.48,25.0,987
72,40.2,25.0,1005
73,40.24,25.0,1006
74,40.72,25.0,1018
75,41.2,25.0,1030
76,41.72,25.0,1043
77,41.76,25.0,1044
78,42.28,25.0,1057
79,42.8,25.0,1070
80,43.32,25.0,1083
81,43.36,25.0,1084
82,44.92,25.0,1123
83,46.52,25.0,1163
84,48.12,25.0,1203
85,48.16,25.0,1204
86,53.12,25.0,1328
87,58.12,25.0,1453
88,63.12,25.0,1578
89,63.16,25.0,1579
90,63.96,25.0,1599
91,64.76,25.0,1619
92,65.6,25.0,1640
93,65.64,25.0,1641
94,66.64,25.0,1666
95,67.64,25.0,1691
96,68.64,25.0,1716
97,68.68,25.0,1717
98,69.28,25.0,1732
99,69.88,25.0,1747
100,70.48,25.0,1762
101,70.52,25.0,1763
102,70.8,25.0,1770
103,71.12,25.0,1778
104,71.44,25.0,1786
105,71.48,25.0,1787
106,72.04,25.0,1801
107,72.64,25.0,1816
108,73.24,25.0,1831
109,73.28,25.0,1832
110,73.96,25.0,1849
111,74.64,25.0,1866
112,75.32,25.0,1883
113,75.36,25.0,1884
114,78.8,25.0,1970
115,82.24,25.0,2056
116,85.68,25.0,2142
117,85.72,25.0,2143
118,87.16,25.0,2179
119,88.6,25.0,2215
120,90.08,25.0,2252
121,90.12,25.0,2253
122,90.68,25.0,2267
123,91.28,25.0,2282
124,91.88,25.0,2297
125,91.92,25.0,2298
126,92.52,25.0,2313
127,93.12,25.0,2328
128,93.72,25.0,2343
129,93.76,25.0,2344
130,94.28,25.0,2357
131,94.8,25.0,2370
132,95.32,25.0,2383
133,95.36,25.0,2384
134,96.4,25.0,2410
135,97.48,25.0,2437
136,98.56,25.0,2464
137,98.6,25.0,2465
138,99.4,25.0,2485
139,100.24,25.0,2506
140,101.08,25.0,2527
141,101.12,25.0,2528
142,104.04,25.0,2601
143,106.96,25.0,2674
