n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.12,25.0,3
3,0.24,25.0,6
4,0.36,25.0,9
5,0.4,25.0,10
6,0.88,25.0,22
7,1.4,25.0,35
8,1.92,25.0,48
9,1.96,25.0,49
10,6.2,25.0,155
11,10.44,25.0,261
12,14.72,25.0,368
13,14.76,25.0,369
14,15.72,25.0,393
15,16.68,25.0,417
16,17.64,25.0,441
17,17.68,25.0,442
18,18.2,25.0,455
19,18.72,25.0,468
20,19.24,25.0,481
21,19.28,25.0,482
22,19.6,25.0,490
23,19.92,25.0,498
24,20.24,25.0,506
25,20.28,25.0,507
26,20.96,25.0,524
27,21.68,25.0,542
28,22.4,25.0,560
29,22.44,25.0,561
30,22.84,25.0,571
31,23.28,25.0,582
32,23.72,25.0,593
33,23.76,25.0,594
34,24.08,25.0,602
35,24.4,25.0,610
36,24.76,25.0,619
37,24.8,25.0,620
38,25.2,25.0,630
39,25.64,25.0,641
40,26.08,25.0,652
41,26.12,25.0,653
42,26.56,25.0,664
43,27.0,25.0,675
44,27.44,25.0,686
45,27.48,25.0,687
46,27.8,25.0,695
47,28.16,25.0,704
48,28.52,25.0,713
49,28.56,25.0,714
50,28.96,25.0,724
51,29.4,25.0,735
52,29.84,25.0,746
53,29.88,25.0,747
54,30.36,25.0,759
55,30.84,25.0,771
56,31.36,25.0,784
57,31.4,25.0,785
58,31.72,25.0,793
59,32.08,25.0,802
60,32.44,25.0,811
61,32.48,25.0,812
62,33.08,25.0,827
63,33.68,25.0,842
64,34.28,25.0,857
65,34.32,25.0,858
66,34.72,25.0,868
67,35.16,25.0,879
68,35.6,25.0,890
69,35.64,25.0,891
70,36.28,25.0,907
71,36.92,25.0,923
72,37.56,25.0,939
73,37.6,25.0,940
74,41.44,25.0,1036
75,45.28,25.0,1132
76,49.16,25.0,1229
77,49.2,25.0,1230
78,49.4,25.0,1235
79,49.6,25.0,1240
80,49.84,25.0,1246
81,49.88,25.0,1247
82,50.68,25.0,1267
83,51.52,25.0,1288
84,52.36,25.0,1309
85,52.4,25.0,1310
86,53.28,25.0,1332
87,54.2,25.0,1355
88,55.12,25.0,1378
89,55.16,25.0,1379
90,56.48,25.0,1412
91,57.8,25.0,1445
92,59.16,25.0,1479
93,59.2,25.0,1480
94,59.8,25.0,1495
95,60.4,25.0,1510
96,61.04,25.0,1526
97,61.08,25.0,1527
98,61.72,25.0,1543
99,62.36,25.0,1559
100,63.04,25.0,1576
101,63.08,25.0,1577
102,63.56,25.0,1589
103,64.08,25.0,1602
104,64.6,25.0,1615
105,64.64,25.0,1616
106,65.64,25.0,1641
107,66.64,25.0,1666
108,67.64,25.0,1691
109,67.68,25.0,1692
110,68.36,25.0,1709
111,69.08,25.0,1727
112,69.8,25.0,1745
113,69.84,25.0,1746
114,70.44,25.0,1761
115,71.04,25.0,1776
116,71.68,25.0,1792
117,71.72,25.0,1793
118,72.52,25.0,1813
119,73.32,25.0,1833
120,74.12,25.0,1853
121,74.16,25.0,1854
122,74.72,25.0,1868
123,75.32,25.0,1883
124,75.92,25.0,1898
125,75.96,25.0,1899
126,76.48,25.0,1912
127,77.0,25.0,1925
128,77.56,25.0,1939
129,77.6,25.0,1940
130,78.44,25.0,1961
131,79.32,25.0,1983
132,80.2,25.0,2005
133,80.24,25.0,2006
134,83.92,25.0,2098
135,87.64,25.0,2191
136,91.36,25.0,2284
137,91.4,25.0,2285
138,92.56,25.0,2314
139,93.72,25.0,2343
140,94.92,25.0,2373
141,94.96,25.0,2374
142,96.4,25.0,2410
143,97.84,25.0,2446
144,99.28,25.0,2482
