n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,2.64,25.0,66
3,5.32,25.0,133
4,8.0,25.0,200
5,8.04,25.0,201
6,19.64,25.0,491
7,31.28,25.0,782
8,42.92,25.0,1073
9,42.96,25.0,1074
10,49.76,25.0,1244
11,56.6,25.0,1415
12,63.44,25.0,1586
13,63.48,25.0,1587
14,74.8,25.0,1870
15,86.12,25.0,2153
16,97.48,25.0,2437
17,97.52,25.0,2438
18,99.68,25.0,2492
19,101.84,25.0,2546
20,104.0,25.0,2600
21,104.04,25.0,2601
22,111.56,25.0,2789
23,119.12,25.0,2978
24,126.68,25.0,3167
25,126.72,25.0,3168
26,127.36,25.0,3184
27,128.0,25.0,3200
28,128.68,25.0,3217
29,128.72,25.0,3218
30,134.48,25.0,3362
31,140.24,25.0,3506
32,146.04,25.0,3651
33,146.08,25.0,3652
34,154.44,25.0,3861
35,162.8,25.0,4070
36,171.16,25.0,4279
37,171.2,25.0,4280
38,176.2,25.0,4405
39,181.2,25.0,4530
40,186.2,25.0,4655
41,186.24,25.0,4656
42,190.92,25.0,4773
43,195.64,25.0,4891
44,200.36,25.0,5009
45,200.4,25.0,5010
46,200.88,25.0,5022
47,201.36,25.0,5034
48,201.88,25.0,5047
49,201.92,25.0,5048
50,203.36,25.0,5084
51,204.8,25.0,5120
52,206.28,25.0,5157
53,206.32,25.0,5158
54,211.32,25.0,5283
55,216.32,25.0,5408
56,221.36,25.0,5534
57,221.4,25.0,5535
58,221.92,25.0,5548
59,222.48,25.0,5562
60,223.04,25.0,5576
61,223.08,25.0,5577
62,224.48,25.0,5612
63,225.92,25.0,5648
64,227.36,25.0,5684
65,227.4,25.0,5685
66,229.32,25.0,5733
67,231.28,25.0,5782
68,233.24,25.0,5831
69,233.28,25.0,5832
70,242.44,25.0,6061
71,251.64,25.0,6291
72,260.84,25.0,6521
73,260.88,25.0,6522
74,268.04,25.0,6701
75,275.2,25.0,6880
76,282.4,25.0,7060
77,282.44,25.0,7061
78,286.44,25.0,7161
79,290.44,25.0,7261
80,294.44,25.0,7361
81,294.48,25.0,7362
82,298.0,25.0,7450
83,301.52,25.0,7538
84,305.08,25.0,7627
85,305.12,25.0,7628
86,309.44,25.0,7736
87,313.8,25.0,7845
88,318.16,25.0,7954
89,318.2,25.0,7955
90,319.72,25.0,7993
91,321.24,25.0,8031
92,322.8,25.0,8070
93,322.84,25.0,8071
94,334.8,25.0,8370
95,346.8,25.0,8670
96,358.8,25.0,8970
97,358.84,25.0,8971
98,366.16,25.0,9154
99,373.48,25.0,9337
100,380.84,25.0,9521
101,380.88,25.0,9522
102,383.32,25.0,9583
103,385.76,25.0,9644
104,388.24,25.0,9706
105,388.28,25.0,9707
106,389.36,25.0,9734
107,390.44,25.0,9761
108,391.52,25.0,9788
109,391.56,25.0,9789
110,392.8,25.0,9820
111,394.04,25.0,9851
112,395.32,25.0,9883
