n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.08,25.0,2
3,0.16,25.0,4
4,0.28,25.0,7
5,0.32,25.0,8
6,0.64,25.0,16
7,1.0,25.0,25
8,1.36,25.0,34
9,1.4,25.0,35
10,6.36,25.0,159
11,11.32,25.0,283
12,16.28,25.0,407
13,16.32,25.0,408
14,16.96,25.0,424
15,17.64,25.0,441
16,18.32,25.0,458
17,18.36,25.0,459
18,18.84,25.0,471
19,19.36,25.0,484
20,19.88,25.0,497
21,19.92,25.0,498
22,20.48,25.0,512
23,21.04,25.0,526
24,21.6,25.0,540
25,21.64,25.0,541
26,22.76,25.0,569
27,23.92,25.0,598
28,25.08,25.0,627
29,25.12,25.0,628
30,25.64,25.0,641
31,26.16,25.0,654
32,26.72,25.0,668
33,26.76,25.0,669
34,27.24,25.0,681
35,27.76,25.0,694
36,28.28,25.0,707
37,28.32,25.0,708
38,29.04,25.0,726
39,29.76,25.0,744
40,30.52,25.0,763
41,30.56,25.0,764
42,37.64,25.0,941
43,44.72,25.0,1118
44,51.84,25.0,1296
45,51.88,25.0,1297
46,54.12,25.0,1353
47,56.4,25.0,1410
48,58.68,25.0,1467
49,58.72,25.0,1468
50,59.84,25.0,1496
51,60.96,25.0,1524
52,62.08,25.0,1552
53,62.12,25.0,1553
54,63.48,25.0,1587
55,64.84,25.0,1621
56,66.2,25.0,1655
57,66.24,25.0,1656
58,67.0,25.0,1675
59,67.76,25.0,1694
60,68.52,25.0,1713
61,68.56,25.0,1714
62,69.52,25.0,1738
63,70.48,25.0,1762
64,71.48,25.0,1787
65,71.52,25.0,1788
66,72.48,25.0,1812
67,73.44,25.0,1836
68,74.44,25.0,1861
69,74.48,25.0,1862
70,75.04,25.0,1876
71,75.64,25.0,1891
72,76.24,25.0,1906
73,76.28,25.0,1907
74,76.92,25.0,1923
75,77.56,25.0,1939
76,78.2,25.0,1955
77,78.24,25.0,1956
78,78.68,25.0,1967
79,79.16,25.0,1979
80,79.64,25.0,1991
81,79.68,25.0,1992
82,80.6,25.0,2015
83,81.56,25.0,2039
84,82.52,25.0,2063
85,82.56,25.0,2064
86,83.6,25.0,2090
87,84.64,25.0,2116
88,85.68,25.0,2142
89,85.72,25.0,2143
90,86.52,25.0,2163
91,87.36,25.0,2184
92,88.2,25.0,2205
93,88.24,25.0,2206
94,89.08,25.0,2227
95,89.92,25.0,2248
96,90.8,25.0,2270
97,90.84,25.0,2271
98,91.72,25.0,2293
99,92.64,25.0,2316
100,93.56,25.0,2339
101,93.6,25.0,2340
102,94.44,25.0,2361
103,95.28,25.0,2382
104,96.16,25.0,2404
105,96.2,25.0,2405
106,96.88,25.0,2422
107,97.56,25.0,2439
108,98.28,25.0,2457
109,98.32,25.0,2458
110,99.16,25.0,2479
111,100.0,25.0,2500
112,100.84,25.0,2521
113,100.88,25.0,2522
114,101.76,25.0,2544
115,102.64,25.0,2566
116,103.56,25.0,2589
117,103.6,25.0,2590
118,104.84,25.0,2621
119,106.08,25.0,2652
120,107.36,25.0,2684
121,107.4,25.0,2685
122,107.6,25.0,2690
123,107.8,25.0,2695
124,108.04,25.0,2701
125,108.08,25.0,2702
126,111.04,25.0,2776
127,114.04,25.0,2851
128,117.04,25.0,2926
129,117.08,25.0,2927
130,118.4,25.0,2960
131,119.72,25.0,2993
132,121.08,25.0,3027
133,121.12,25.0,3028
134,123.96,25.0,3099
135,126.84,25.0,3171
136,129.72,25.0,3243
137,129.76,25.0,3244
138,130.52,25.0,3263
139,131.32,25.0,3283
140,132.12,25.0,3303
141,132.16,25.0,3304
142,133.04,25.0,3326
143,133.96,25.0,3349
144,134.88,25.0,3372
145,134.92,25.0,3373
146,135.8,25.0,3395
147,136.68,25.0,3417
148,137.56,25.0,3439
149,137.6,25.0,3440
150,138.36,25.0,3459
151,139.16,25.0,3479
152,139.96,25.0,3499
153,140.0,25.0,3500
154,142.08,25.0,3552
155,144.16,25.0,3604
156,146.24,25.0,3656
157,146.28,25.0,3657
158,146.52,25.0,3663
159,146.8,25.0,3670
160,147.08,25.0,3677
161,147.12,25.0,3678
162,147.96,25.0,3699
163,148.84,25.0,3721
164,149.72,25.0,3743
165,149.76,25.0,3744
166,150.72,25.0,3768
