n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.08,25.0,2
3,0.16,25.0,4
4,0.28,25.0,7
5,0.32,25.0,8
6,0.76,25.0,19
7,1.2,25.0,30
8,1.64,25.0,41
9,1.68,25.0,42
10,6.12,25.0,153
11,10.56,25.0,264
12,15.04,25.0,376
13,15.08,25.0,377
14,15.84,25.0,396
15,16.6,25.0,415
16,17.4,25.0,435
17,17.44,25.0,436
18,17.84,25.0,446
19,18.24,25.0,456
20,18.64,25.0,466
21,18.68,25.0,467
22,19.08,25.0,477
23,19.48,25.0,487
24,19.88,25.0,497
25,19.92,25.0,498
26,20.32,25.0,508
27,20.72,25.0,518
28,21.12,25.0,528
29,21.16,25.0,529
30,21.6,25.0,540
31,22.04,25.0,551
32,22.48,25.0,562
33,22.52,25.0,563
34,22.92,25.0,573
35,23.32,25.0,583
36,23.72,25.0,593
37,23.76,25.0,594
38,24.16,25.0,604
39,24.56,25.0,614
40,24.96,25.0,624
41,25.0,25.0,625
42,25.4,25.0,635
43,25.8,25.0,645
44,26.2,25.0,655
45,26.24,25.0,656
46,26.64,25.0,666
47,27.04,25.0,676
48,27.44,25.0,686
49,27.48,25.0,687
50,27.88,25.0,697
51,28.28,25.0,707
52,28.68,25.0,717
53,28.72,25.0,718
54,29.12,25.0,728
55,29.52,25.0,738
56,29.92,25.0,748
57,29.96,25.0,749
58,30.36,25.0,759
59,30.76,25.0,769
60,31.16,25.0,779
61,31.2,25.0,780
62,32.12,25.0,803
63,33.08,25.0,827
64,34.04,25.0,851
65,34.08,25.0,852
66,40.36,25.0,1009
67,46.64,25.0,1166
68,52.92,25.0,1323
69,52.96,25.0,1324
70,53.56,25.0,1339
71,54.16,25.0,1354
72,54.8,25.0,1370
73,54.84,25.0,1371
74,55.28,25.0,1382
75,55.76,25.0,1394
76,56.24,25.0,1406
77,56.28,25.0,1407
78,56.76,25.0,1419
79,57.28,25.0,1432
80,57.8,25.0,1445
81,57.84,25.0,1446
82,58.28,25.0,1457
83,58.72,25.0,1468
84,59.2,25.0,1480
85,59.24,25.0,1481
86,60.48,25.0,1512
87,61.72,25.0,1543
88,62.96,25.0,1574
89,63.0,25.0,1575
90,63.64,25.0,1591
91,64.32,25.0,1608
92,65.0,25.0,1625
93,65.04,25.0,1626
94,66.08,25.0,1652
95,67.12,25.0,1678
96,68.2,25.0,1705
97,68.24,25.0,1706
98,69.0,25.0,1725
99,69.76,25.0,1744
100,70.56,25.0,1764
101,70.6,25.0,1765
102,71.0,25.0,1775
103,71.44,25.0,1786
104,71.88,25.0,1797
105,71.92,25.0,1798
106,72.32,25.0,1808
107,72.72,25.0,1818
108,73.16,25.0,1829
109,73.2,25.0,1830
110,73.68,25.0,1842
111,74.16,25.0,1854
112,74.68,25.0,1867
113,74.72,25.0,1868
114,75.16,25.0,1879
115,75.6,25.0,1890
116,76.04,25.0,1901
117,76.08,25.0,1902
118,76.48,25.0,1912
119,76.88,25.0,1922
120,77.32,25.0,1933
121,77.36,25.0,1934
122,79.04,25.0,1976
123,80.76,25.0,2019
124,82.48,25.0,2062
125,82.52,25.0,2063
126,82.92,25.0,2073
127,83.32,25.0,2083
128,83.76,25.0,2094
129,83.8,25.0,2095
130,84.24,25.0,2106
131,84.72,25.0,2118
132,85.2,25.0,2130
133,85.24,25.0,2131
134,86.36,25.0,2159
135,87.52,25.0,2188
136,88.68,25.0,2217
137,88.72,25.0,2218
138,90.68,25.0,2267
139,92.64,25.0,2316
140,94.6,25.0,2365
141,94.64,25.0,2366
142,94.96,25.0,2374
143,95.28,25.0,2382
144,95.64,25.0,2391
145,95.68,25.0,2392
146,96.4,25.0,2410
147,97.16,25.0,2429
148,97.92,25.0,2448
149,97.96,25.0,2449
150,98.6,25.0,2465
151,99.28,25.0,2482
152,99.96,25.0,2499
153,100.0,25.0,2500
154,100.88,25.0,2522
155,101.76,25.0,2544
156,102.68,25.0,2567
157,102.72,25.0,2568
158,103.44,25.0,2586
159,104.2,25.0,2605
160,104.96,25.0,2624
161,105.0,25.0,2625
162,105.6,25.0,2640
163,106.24,25.0,2656
164,106.88,25.0,2672
165,106.92,25.0,2673
166,107.8,25.0,2695
167,108.68,25.0,2717
