n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.32,25.0,8
3,0.64,25.0,16
4,1.0,25.0,25
5,1.08,25.0,27
6,4.28,25.0,107
7,7.48,25.0,187
8,10.72,25.0,268
9,10.76,25.0,269
10,11.52,25.0,288
11,12.28,25.0,307
12,13.04,25.0,326
13,13.08,25.0,327
14,13.52,25.0,338
15,13.96,25.0,349
16,14.44,25.0,361
17,14.48,25.0,362
18,14.8,25.0,370
19,15.16,25.0,379
20,15.52,25.0,388
21,15.56,25.0,389
22,15.96,25.0,399
23,16.36,25.0,409
24,16.8,25.0,420
25,16.84,25.0,421
26,17.24,25.0,431
27,17.68,25.0,442
28,18.12,25.0,453
29,18.16,25.0,454
30,18.56,25.0,464
31,19.0,25.0,475
32,19.44,25.0,486
33,19.48,25.0,487
34,19.84,25.0,496
35,20.24,25.0,506
36,20.64,25.0,516
37,20.68,25.0,517
38,21.04,25.0,526
39,21.44,25.0,536
40,21.84,25.0,546
41,21.88,25.0,547
42,22.28,25.0,557
43,22.68,25.0,567
44,23.08,25.0,577
45,23.12,25.0,578
46,23.56,25.0,589
47,24.0,25.0,600
48,24.48,25.0,612
49,24.52,25.0,613
50,24.88,25.0,622
51,25.24,25.0,631
52,25.6,25.0,640
53,25.64,25.0,641
54,26.04,25.0,651
55,26.48,25.0,662
56,26.92,25.0,673
57,26.96,25.0,674
58,27.32,25.0,683
59,27.68,25.0,692
60,28.08,25.0,702
61,28.12,25.0,703
62,28.68,25.0,717
63,29.24,25.0,731
64,29.8,25.0,745
65,29.84,25.0,746
66,30.44,25.0,761
67,31.04,25.0,776
68,31.64,25.0,791
69,31.68,25.0,792
70,32.16,25.0,804
71,32.68,25.0,817
72,33.2,25.0,830
73,33.24,25.0,831
74,34.28,25.0,857
75,35.32,25.0,883
76,36.36,25.0,909
77,36.4,25.0,910
78,42.76,25.0,1069
79,49.12,25.0,1228
80,55.52,25.0,1388
81,55.56,25.0,1389
82,57.4,25.0,1435
83,59.24,25.0,1481
84,61.08,25.0,1527
85,61.12,25.0,1528
86,63.32,25.0,1583
87,65.56,25.0,1639
88,67.8,25.0,1695
89,67.84,25.0,1696
90,70.04,25.0,1751
91,72.24,25.0,1806
92,74.48,25.0,1862
93,74.52,25.0,1863
94,76.8,25.0,1920
95,79.12,25.0,1978
96,81.44,25.0,2036
97,81.48,25.0,2037
98,83.96,25.0,2099
99,86.48,25.0,2162
100,89.0,25.0,2225
101,89.04,25.0,2226
102,91.4,25.0,2285
103,93.76,25.0,2344
104,96.16,25.0,2404
105,96.2,25.0,2405
106,98.0,25.0,2450
107,99.8,25.0,2495
108,101.6,25.0,2540
109,101.64,25.0,2541
110,102.32,25.0,2558
111,103.0,25.0,2575
112,103.72,25.0,2593
113,103.76,25.0,2594
114,104.52,25.0,2613
115,105.32,25.0,2633
116,106.12,25.0,2653
117,106.16,25.0,2654
118,106.64,25.0,2666
119,107.16,25.0,2679
120,107.68,25.0,2692
121,107.72,25.0,2693
122,108.68,25.0,2717
123,109.64,25.0,2741
124,110.6,25.0,2765
125,110.64,25.0,2766
126,113.36,25.0,2834
127,116.08,25.0,2902
128,118.8,25.0,2970
129,118.84,25.0,2971
130,125.08,25.0,3127
131,131.32,25.0,3283
132,137.6,25.0,3440
133,137.64,25.0,3441
134,139.12,25.0,3478
135,140.6,25.0,3515
136,142.12,25.0,3553
137,142.16,25.0,3554
138,142.6,25.0,3565
139,143.04,25.0,3576
140,143.52,25.0,3588
141,143.56,25.0,3589
142,144.16,25.0,3604
143,144.76,25.0,3619
144,145.36,25.0,3634
145,145.4,25.0,3635
146,145.8,25.0,3645
147,146.24,25.0,3656
148,146.68,25.0,3667
149,146.72,25.0,3668
150,147.12,25.0,3678
151,147.52,25.0,3688
152,147.96,25.0,3699
153,148.0,25.0,3700
154,148.64,25.0,3716
155,149.28,25.0,3732
156,149.92,25.0,3748
157,149.96,25.0,3749
158,150.52,25.0,3763
159,151.08,25.0,3777
160,151.68,25.0,3792
161,151.72,25.0,3793
162,152.16,25.0,3804
163,152.6,25.0,3815
164,153.04,25.0,3826
165,153.08,25.0,3827
166,154.88,25.0,3872
167,156.72,25.0,3918
168,158.56,25.0,3964
169,158.6,25.0,3965
170,159.28,25.0,3982
171,159.96,25.0,3999
172,160.68,25.0,4017
173,160.72,25.0,4018
174,161.12,25.0,4028
175,161.52,25.0,4038
176,161.96,25.0,4049
177,162.0,25.0,4050
178,162.44,25.0,4061
179,162.88,25.0,4072
180,163.32,25.0,4083
181,163.36,25.0,4084
182,164.16,25.0,4104
183,164.96,25.0,4124
184,165.8,25.0,4145
185,165.84,25.0,4146
186,166.6,25.0,4165
187,167.4,25.0,4185
188,168.2,25.0,4205
189,168.24,25.0,4206
190,169.88,25.0,4247
191,171.52,25.0,4288
192,173.16,25.0,4329
193,173.2,25.0,4330
194,174.0,25.0,4350
195,174.8,25.0,4370
196,175.64,25.0,4391
197,175.68,25.0,4392
198,177.04,25.0,4426
199,178.44,25.0,4461
200,179.84,25.0,4496
201,179.88,25.0,4497
202,180.64,25.0,4516
203,181.4,25.0,4535
204,182.2,25.0,4555
205,182.24,25.0,4556
206,184.08,25.0,4602
207,185.92,25.0,4648
208,187.76,25.0,4694
209,187.8,25.0,4695
210,188.2,25.0,4705
211,188.6,25.0,4715
212,189.04,25.0,4726
213,189.08,25.0,4727
214,189.4,25.0,4735
215,189.72,25.0,4743
216,190.08,25.0,4752
217,190.12,25.0,4753
218,190.4,25.0,4760
219,190.68,25.0,4767
220,190.96,25.0,4774
221,191.0,25.0,4775
222,191.72,25.0,4793
223,192.44,25.0,4811
224,193.2,25.0,4830
225,193.24,25.0,4831
226,193.48,25.0,4837
227,193.72,25.0,4843
228,193.96,25.0,4849
229,194.0,25.0,4850
230,194.92,25.0,4873
231,195.84,25.0,4896
232,196.8,25.0,4920
233,196.84,25.0,4921
234,200.32,25.0,5008
235,203.8,25.0,5095
236,207.32,25.0,5183
237,207.36,25.0,5184
238,208.76,25.0,5219
239,210.2,25.0,5255
240,211.64,25.0,5291
241,211.68,25.0,5292
242,212.28,25.0,5307
243,212.88,25.0,5322
244,213.48,25.0,5337
245,213.52,25.0,5338
246,213.84,25.0,5346
247,214.16,25.0,5354
248,214.52,25.0,5363
249,214.56,25.0,5364
250,215.0,25.0,5375
251,215.44,25.0,5386
252,215.88,25.0,5397
253,215.92,25.0,5398
254,218.12,25.0,5453
255,220.32,25.0,5508
256,222.56,25.0,5564
257,222.6,25.0,5565
258,223.32,25.0,5583
259,224.04,25.0,5601
260,224.8,25.0,5620
261,224.84,25.0,5621
262,226.0,25.0,5650
263,227.16,25.0,5679
264,228.36,25.0,5709
265,228.4,25.0,5710
266,230.64,25.0,5766
267,232.88,25.0,5822
268,235.16,25.0,5879
269,235.2,25.0,5880
270,235.48,25.0,5887
271,235.76,25.0,5894
272,236.08,25.0,5902
273,236.12,25.0,5903
274,236.96,25.0,5924
275,237.8,25.0,5945
276,238.68,25.0,5967
277,238.72,25.0,5968
278,240.04,25.0,6001
279,241.36,25.0,6034
280,242.68,25.0,6067
281,242.72,25.0,6068
282,243.28,25.0,6082
283,243.88,25.0,6097
284,244.48,25.0,6112
285,244.52,25.0,6113
286,246.16,25.0,6154
287,247.8,25.0,6195
288,249.48,25.0,6237
289,249.52,25.0,6238
290,251.88,25.0,6297
291,254.28,25.0,6357
292,256.68,25.0,6417
293,256.72,25.0,6418
294,257.76,25.0,6444
295,258.8,25.0,6470
296,259.84,25.0,6496
297,259.88,25.0,6497
298,260.72,25.0,6518
299,261.6,25.0,6540
300,262.48,25.0,6562
301,262.52,25.0,6563
302,263.52,25.0,6588
303,264.56,25.0,6614
304,265.6,25.0,6640
305,265.64,25.0,6641
306,266.28,25.0,6657
307,266.96,25.0,6674
308,267.64,25.0,6691
309,267.68,25.0,6692
310,268.48,25.0,6712
311,269.28,25.0,6732
312,270.12,25.0,6753
313,270.16,25.0,6754
314,271.08,25.0,6777
315,272.04,25.0,6801
316,273.0,25.0,6825
317,273.04,25.0,6826
318,277.32,25.0,6933
319,281.6,25.0,7040
320,285.92,25.0,7148
321,285.96,25.0,7149
322,286.44,25.0,7161
323,286.92,25.0,7173
324,287.44,25.0,7186
325,287.48,25.0,7187
326,288.68,25.0,7217
327,289.88,25.0,7247
328,291.12,25.0,7278
329,291.16,25.0,7279
330,292.12,25.0,7303
331,293.08,25.0,7327
332,294.08,25.0,7352
333,294.12,25.0,7353
334,295.12,25.0,7378
335,296.12,25.0,7403
336,297.12,25.0,7428
337,297.16,25.0,7429
338,298.04,25.0,7451
339,298.96,25.0,7474
