n,pts_time,fps,frame_idx
1,0.04,25.0,1
2,0.6,25.0,15
3,1.2,25.0,30
4,1.8,25.0,45
5,1.84,25.0,46
6,6.08,25.0,152
7,10.32,25.0,258
8,14.56,25.0,364
9,14.64,25.0,366
10,15.52,25.0,388
11,16.4,25.0,410
12,17.28,25.0,432
13,17.32,25.0,433
14,17.84,25.0,446
15,18.36,25.0,459
16,18.88,25.0,472
17,18.92,25.0,473
18,19.44,25.0,486
19,19.96,25.0,499
20,20.48,25.0,512
21,20.52,25.0,513
22,20.96,25.0,524
23,21.4,25.0,535
24,21.84,25.0,546
25,21.88,25.0,547
26,22.36,25.0,559
27,22.88,25.0,572
28,23.4,25.0,585
29,23.44,25.0,586
30,23.92,25.0,598
31,24.44,25.0,611
32,24.96,25.0,624
33,25.0,25.0,625
34,25.4,25.0,635
35,25.84,25.0,646
36,26.28,25.0,657
37,26.32,25.0,658
38,26.76,25.0,669
39,27.24,25.0,681
40,27.72,25.0,693
41,27.76,25.0,694
42,28.2,25.0,705
43,28.64,25.0,716
44,29.12,25.0,728
45,29.16,25.0,729
46,29.84,25.0,746
47,30.56,25.0,764
48,31.28,25.0,782
49,31.32,25.0,783
50,38.04,25.0,951
51,44.76,25.0,1119
52,51.52,25.0,1288
53,51.56,25.0,1289
54,52.48,25.0,1312
55,53.4,25.0,1335
56,54.32,25.0,1358
57,54.36,25.0,1359
58,55.08,25.0,1377
59,55.8,25.0,1395
60,56.56,25.0,1414
61,56.6,25.0,1415
62,57.32,25.0,1433
63,58.04,25.0,1451
64,58.8,25.0,1470
65,58.84,25.0,1471
66,59.64,25.0,1491
67,60.48,25.0,1512
68,61.32,25.0,1533
69,61.36,25.0,1534
70,62.28,25.0,1557
71,63.2,25.0,1580
72,64.16,25.0,1604
73,64.2,25.0,1605
74,65.2,25.0,1630
75,66.2,25.0,1655
76,67.24,25.0,1681
77,67.28,25.0,1682
78,68.2,25.0,1705
79,69.16,25.0,1729
80,70.12,25.0,1753
81,70.16,25.0,1754
82,70.72,25.0,1768
83,71.28,25.0,1782
84,71.88,25.0,1797
85,71.92,25.0,1798
86,77.76,25.0,1944
87,83.6,25.0,2090
88,89.44,25.0,2236
89,89.48,25.0,2237
90,90.12,25.0,2253
91,90.76,25.0,2269
92,91.44,25.0,2286
93,91.48,25.0,2287
94,92.2,25.0,2305
95,92.96,25.0,2324
96,93.72,25.0,2343
97,93.76,25.0,2344
98,94.56,25.0,2364
99,95.4,25.0,2385
100,96.24,25.0,2406
101,96.28,25.0,2407
102,97.36,25.0,2434
103,98.44,25.0,2461
104,99.52,25.0,2488
105,99.56,25.0,2489
106,100.48,25.0,2512
107,101.44,25.0,2536
108,102.4,25.0,2560
109,102.44,25.0,2561
110,107.64,25.0,2691
111,112.84,25.0,2821
112,118.08,25.0,2952
113,118.12,25.0,2953
114,119.0,25.0,2975
115,119.92,25.0,2998
116,120.84,25.0,3021
117,120.88,25.0,3022
118,121.8,25.0,3045
119,122.72,25.0,3068
120,123.64,25.0,3091
121,123.68,25.0,3092
122,124.52,25.0,3113
123,125.36,25.0,3134
124,126.24,25.0,3156
125,126.28,25.0,3157
126,127.16,25.0,3179
127,128.04,25.0,3201
128,128.96,25.0,3224
129,129.0,25.0,3225
130,129.2,25.0,3230
131,129.4,25.0,3235
132,129.6,25.0,3240
133,129.64,25.0,3241
134,135.12,25.0,3378
135,140.64,25.0,3516
136,146.16,25.0,3654
137,146.2,25.0,3655
138,149.4,25.0,3735
139,152.64,25.0,3816
140,155.88,25.0,3897
141,155.92,25.0,3898
142,157.04,25.0,3926
143,158.2,25.0,3955
144,159.36,25.0,3984
145,159.4,25.0,3985
146,160.52,25.0,4013
147,161.68,25.0,4042
148,162.84,25.0,4071
149,162.88,25.0,4072
150,164.8,25.0,4120
151,166.76,25.0,4169
152,168.72,25.0,4218
153,168.76,25.0,4219
154,170.12,25.0,4253
155,171.48,25.0,4287
156,172.84,25.0,4321
157,172.88,25.0,4322
158,174.0,25.0,4350
159,175.16,25.0,4379
160,176.32,25.0,4408
161,176.36,25.0,4409
162,177.36,25.0,4434
163,178.4,25.0,4460
164,179.44,25.0,4486
165,179.48,25.0,4487
166,180.56,25.0,4514
167,181.68,25.0,4542
168,182.8,25.0,4570
169,182.84,25.0,4571
170,184.16,25.0,4604
171,185.48,25.0,4637
172,186.84,25.0,4671
173,186.88,25.0,4672
174,188.2,25.0,4705
175,189.52,25.0,4738
176,190.88,25.0,4772
177,190.92,25.0,4773
178,192.04,25.0,4801
179,193.16,25.0,4829
180,194.28,25.0,4857
181,194.32,25.0,4858
182,195.16,25.0,4879
183,196.0,25.0,4900
184,196.84,25.0,4921
185,196.88,25.0,4922
186,199.52,25.0,4988
187,202.2,25.0,5055
188,204.88,25.0,5122
189,204.92,25.0,5123
190,210.04,25.0,5251
191,215.16,25.0,5379
192,220.32,25.0,5508
193,220.36,25.0,5509
194,221.0,25.0,5525
195,221.68,25.0,5542
196,222.36,25.0,5559
197,222.4,25.0,5560
198,224.4,25.0,5610
199,226.44,25.0,5661
200,228.48,25.0,5712
201,228.52,25.0,5713
202,228.92,25.0,5723
203,229.32,25.0,5733
204,229.72,25.0,5743
205,229.76,25.0,5744
206,230.32,25.0,5758
207,230.88,25.0,5772
208,231.44,25.0,5786
209,231.48,25.0,5787
210,231.84,25.0,5796
211,232.24,25.0,5806
212,232.64,25.0,5816
213,232.68,25.0,5817
214,233.04,25.0,5826
215,233.44,25.0,5836
216,233.84,25.0,5846
217,233.88,25.0,5847
218,234.48,25.0,5862
219,235.08,25.0,5877
220,235.68,25.0,5892
221,235.72,25.0,5893
222,237.0,25.0,5925
223,238.32,25.0,5958
224,239.64,25.0,5991
225,239.68,25.0,5992
226,240.92,25.0,6023
227,242.16,25.0,6054
228,243.44,25.0,6086
229,243.48,25.0,6087
230,244.4,25.0,6110
231,245.32,25.0,6133
232,246.24,25.0,6156
233,246.28,25.0,6157
234,246.76,25.0,6169
235,247.28,25.0,6182
236,247.8,25.0,6195
237,247.84,25.0,6196
238,249.4,25.0,6235
239,250.96,25.0,6274
240,252.56,25.0,6314
241,252.6,25.0,6315
242,253.2,25.0,6330
243,253.8,25.0,6345
244,254.4,25.0,6360
245,254.44,25.0,6361
246,255.4,25.0,6385
247,256.4,25.0,6410
248,257.4,25.0,6435
249,257.44,25.0,6436
250,258.6,25.0,6465
251,259.8,25.0,6495
252,261.0,25.0,6525
253,261.04,25.0,6526
254,262.44,25.0,6561
255,263.84,25.0,6596
256,265.28,25.0,6632
257,265.32,25.0,6633
258,266.04,25.0,6651
259,266.76,25.0,6669
260,267.48,25.0,6687
261,267.52,25.0,6688
262,268.36,25.0,6709
263,269.2,25.0,6730
264,270.04,25.0,6751
265,270.08,25.0,6752
266,271.08,25.0,6777
267,272.12,25.0,6803
268,273.16,25.0,6829
269,273.2,25.0,6830
270,273.88,25.0,6847
271,274.56,25.0,6864
272,275.28,25.0,6882
273,275.32,25.0,6883
274,275.68,25.0,6892
275,276.04,25.0,6901
276,276.4,25.0,6910
277,276.44,25.0,6911
278,277.0,25.0,6925
279,277.6,25.0,6940
280,278.2,25.0,6955
281,278.24,25.0,6956
282,278.88,25.0,6972
283,279.52,25.0,6988
284,280.2,25.0,7005
285,280.24,25.0,7006
286,280.76,25.0,7019
287,281.28,25.0,7032
288,281.8,25.0,7045
289,281.84,25.0,7046
290,282.68,25.0,7067
291,283.56,25.0,7089
292,284.44,25.0,7111
293,284.52,25.0,7113
294,285.28,25.0,7132
295,286.08,25.0,7152
296,286.88,25.0,7172
297,286.92,25.0,7173
298,287.52,25.0,7188
299,288.12,25.0,7203
300,288.72,25.0,7218
301,288.76,25.0,7219
302,289.36,25.0,7234
303,290.0,25.0,7250
304,290.64,25.0,7266
305,290.68,25.0,7267
306,291.24,25.0,7281
307,291.8,25.0,7295
308,292.4,25.0,7310
309,292.44,25.0,7311
310,301.04,25.0,7526
311,309.68,25.0,7742
312,318.32,25.0,7958
313,318.36,25.0,7959
314,319.88,25.0,7997
315,321.4,25.0,8035
316,322.92,25.0,8073
317,322.96,25.0,8074
318,324.44,25.0,8111
319,325.92,25.0,8148
320,327.44,25.0,8186
321,327.48,25.0,8187
322,328.44,25.0,8211
323,329.4,25.0,8235
324,330.36,25.0,8259
325,330.4,25.0,8260
326,331.84,25.0,8296
327,333.28,25.0,8332
328,334.72,25.0,8368
329,334.76,25.0,8369
330,336.48,25.0,8412
331,338.2,25.0,8455
332,339.92,25.0,8498
333,339.96,25.0,8499
334,341.04,25.0,8526
335,342.12,25.0,8553
336,343.2,25.0,8580
337,343.24,25.0,8581
338,344.76,25.0,8619
339,346.28,25.0,8657
340,347.84,25.0,8696
341,347.88,25.0,8697
342,349.4,25.0,8735
343,350.92,25.0,8773
344,352.48,25.0,8812
345,352.52,25.0,8813
346,353.48,25.0,8837
347,354.48,25.0,8862
348,355.48,25.0,8887
349,355.52,25.0,8888
350,356.64,25.0,8916
351,357.76,25.0,8944
352,358.92,25.0,8973
353,358.96,25.0,8974
354,360.24,25.0,9006
355,361.56,25.0,9039
356,362.88,25.0,9072
357,362.92,25.0,9073
358,363.88,25.0,9097
359,364.88,25.0,9122
360,365.88,25.0,9147
361,365.92,25.0,9148
362,367.52,25.0,9188
363,369.12,25.0,9228
364,370.72,25.0,9268
365,370.76,25.0,9269
366,371.64,25.0,9291
367,372.52,25.0,9313
368,373.44,25.0,9336
369,373.48,25.0,9337
370,373.96,25.0,9349
371,374.48,25.0,9362
372,375.0,25.0,9375
373,375.04,25.0,9376
374,375.68,25.0,9392
375,376.32,25.0,9408
376,376.96,25.0,9424
377,377.0,25.0,9425
378,378.76,25.0,9469
379,380.56,25.0,9514
380,382.36,25.0,9559
381,382.4,25.0,9560
382,387.2,25.0,9680
383,392.0,25.0,9800
384,396.8,25.0,9920
385,396.84,25.0,9921
386,397.56,25.0,9939
387,398.28,25.0,9957
388,399.0,25.0,9975
389,399.04,25.0,9976
390,399.96,25.0,9999
391,400.88,25.0,10022
392,401.84,25.0,10046
393,401.88,25.0,10047
