n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.12,25.0,3
3,0.24,25.0,6
4,0.36,25.0,9
5,0.4,25.0,10
6,1.0,25.0,25
7,1.64,25.0,41
8,2.28,25.0,57
9,2.32,25.0,58
10,6.88,25.0,172
11,11.44,25.0,286
12,16.0,25.0,400
13,16.04,25.0,401
14,16.96,25.0,424
15,17.92,25.0,448
16,18.88,25.0,472
17,18.92,25.0,473
18,19.4,25.0,485
19,19.88,25.0,497
20,20.36,25.0,509
21,20.4,25.0,510
22,20.88,25.0,522
23,21.36,25.0,534
24,21.88,25.0,547
25,21.92,25.0,548
26,22.4,25.0,560
27,22.88,25.0,572
28,23.36,25.0,584
29,23.4,25.0,585
30,23.92,25.0,598
31,24.44,25.0,611
32,25.0,25.0,625
33,25.04,25.0,626
34,25.52,25.0,638
35,26.0,25.0,650
36,26.48,25.0,662
37,26.52,25.0,663
38,27.0,25.0,675
39,27.48,25.0,687
40,27.96,25.0,699
41,28.0,25.0,700
42,28.48,25.0,712
43,28.96,25.0,724
44,29.44,25.0,736
45,29.48,25.0,737
46,29.96,25.0,749
47,30.44,25.0,761
48,30.92,25.0,773
49,30.96,25.0,774
50,31.44,25.0,786
51,31.92,25.0,798
52,32.44,25.0,811
53,32.48,25.0,812
54,32.96,25.0,824
55,33.44,25.0,836
56,33.92,25.0,848
57,33.96,25.0,849
58,34.44,25.0,861
59,34.92,25.0,873
60,35.4,25.0,885
61,35.44,25.0,886
62,36.36,25.0,909
63,37.28,25.0,932
64,38.24,25.0,956
65,38.28,25.0,957
66,39.04,25.0,976
67,39.8,25.0,995
68,40.6,25.0,1015
69,40.64,25.0,1016
70,48.44,25.0,1211
71,56.24,25.0,1406
72,64.08,25.0,1602
73,64.12,25.0,1603
74,65.32,25.0,1633
75,66.52,25.0,1663
76,67.76,25.0,1694
77,67.8,25.0,1695
78,68.96,25.0,1724
79,70.16,25.0,1754
80,71.36,25.0,1784
81,71.4,25.0,1785
82,72.56,25.0,1814
83,73.76,25.0,1844
84,74.96,25.0,1874
85,75.0,25.0,1875
86,75.92,25.0,1898
87,76.88,25.0,1922
88,77.84,25.0,1946
89,77.88,25.0,1947
90,79.04,25.0,1976
91,80.24,25.0,2006
92,81.44,25.0,2036
93,81.48,25.0,2037
94,82.88,25.0,2072
95,84.32,25.0,2108
96,85.76,25.0,2144
97,85.8,25.0,2145
98,86.72,25.0,2168
99,87.68,25.0,2192
100,88.64,25.0,2216
101,88.68,25.0,2217
102,89.84,25.0,2246
103,91.04,25.0,2276
104,92.24,25.0,2306
105,92.28,25.0,2307
106,92.84,25.0,2321
107,93.4,25.0,2335
108,93.96,25.0,2349
109,94.0,25.0,2350
110,95.0,25.0,2375
111,96.04,25.0,2401
112,97.08,25.0,2427
113,97.12,25.0,2428
114,98.12,25.0,2453
115,99.16,25.0,2479
116,100.2,25.0,2505
117,100.24,25.0,2506
118,101.16,25.0,2529
119,102.12,25.0,2553
120,103.08,25.0,2577
121,103.12,25.0,2578
122,104.08,25.0,2602
123,105.04,25.0,2626
124,106.04,25.0,2651
125,106.08,25.0,2652
126,107.24,25.0,2681
127,108.4,25.0,2710
128,109.6,25.0,2740
129,109.64,25.0,2741
130,110.72,25.0,2768
131,111.8,25.0,2795
132,112.88,25.0,2822
133,112.92,25.0,2823
134,113.76,25.0,2844
135,114.6,25.0,2865
136,115.48,25.0,2887
137,115.52,25.0,2888
138,116.68,25.0,2917
139,117.84,25.0,2946
140,119.0,25.0,2975
141,119.04,25.0,2976
142,121.28,25.0,3032
143,123.52,25.0,3088
