n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.08,25.0,2
3,0.16,25.0,4
4,0.28,25.0,7
5,0.32,25.0,8
6,3.96,25.0,99
7,7.64,25.0,191
8,11.32,25.0,283
9,11.4,25.0,285
10,12.16,25.0,304
11,12.92,25.0,323
12,13.72,25.0,343
13,13.76,25.0,344
14,14.24,25.0,356
15,14.76,25.0,369
16,15.28,25.0,382
17,15.32,25.0,383
18,15.88,25.0,397
19,16.44,25.0,411
20,17.0,25.0,425
21,17.04,25.0,426
22,18.16,25.0,454
23,19.28,25.0,482
24,20.4,25.0,510
25,20.44,25.0,511
26,21.0,25.0,525
27,21.6,25.0,540
28,22.2,25.0,555
29,22.24,25.0,556
30,22.72,25.0,568
31,23.24,25.0,581
32,23.76,25.0,594
33,23.8,25.0,595
34,24.32,25.0,608
35,24.84,25.0,621
36,25.4,25.0,635
37,25.44,25.0,636
38,26.0,25.0,650
39,26.56,25.0,664
40,27.12,25.0,678
41,27.16,25.0,679
42,27.68,25.0,692
43,28.24,25.0,706
44,28.8,25.0,720
45,28.84,25.0,721
46,29.48,25.0,737
47,30.12,25.0,753
48,30.76,25.0,769
49,30.8,25.0,770
50,31.4,25.0,785
51,32.04,25.0,801
52,32.68,25.0,817
53,32.72,25.0,818
54,34.32,25.0,858
55,35.92,25.0,898
56,37.52,25.0,938
57,37.56,25.0,939
58,42.76,25.0,1069
59,48.0,25.0,1200
60,53.24,25.0,1331
61,53.28,25.0,1332
62,54.12,25.0,1353
63,54.96,25.0,1374
64,55.84,25.0,1396
65,55.88,25.0,1397
66,56.72,25.0,1418
67,57.56,25.0,1439
68,58.44,25.0,1461
69,58.48,25.0,1462
70,59.28,25.0,1482
71,60.12,25.0,1503
72,60.96,25.0,1524
73,61.0,25.0,1525
74,61.48,25.0,1537
75,62.0,25.0,1550
76,62.52,25.0,1563
77,62.56,25.0,1564
78,63.6,25.0,1590
79,64.68,25.0,1617
80,65.76,25.0,1644
81,65.8,25.0,1645
82,66.92,25.0,1673
83,68.04,25.0,1701
84,69.16,25.0,1729
85,69.2,25.0,1730
86,70.16,25.0,1754
87,71.12,25.0,1778
88,72.08,25.0,1802
89,72.12,25.0,1803
90,73.36,25.0,1834
91,74.64,25.0,1866
92,75.92,25.0,1898
93,75.96,25.0,1899
94,82.36,25.0,2059
95,88.8,25.0,2220
96,95.24,25.0,2381
97,95.28,25.0,2382
98,95.88,25.0,2397
99,96.48,25.0,2412
100,97.12,25.0,2428
101,97.16,25.0,2429
102,97.96,25.0,2449
103,98.76,25.0,2469
104,99.6,25.0,2490
105,99.64,25.0,2491
106,100.32,25.0,2508
107,101.0,25.0,2525
108,101.72,25.0,2543
109,101.76,25.0,2544
110,102.44,25.0,2561
111,103.12,25.0,2578
112,103.8,25.0,2595
113,103.84,25.0,2596
114,104.56,25.0,2614
115,105.28,25.0,2632
116,106.04,25.0,2651
117,106.08,25.0,2652
118,106.56,25.0,2664
119,107.04,25.0,2676
120,107.52,25.0,2688
121,107.56,25.0,2689
122,108.04,25.0,2701
123,108.52,25.0,2713
124,109.04,25.0,2726
125,109.08,25.0,2727
126,109.76,25.0,2744
127,110.44,25.0,2761
128,111.12,25.0,2778
129,111.16,25.0,2779
130,111.92,25.0,2798
131,112.72,25.0,2818
132,113.52,25.0,2838
133,113.56,25.0,2839
134,114.52,25.0,2863
135,115.48,25.0,2887
136,116.44,25.0,2911
137,116.48,25.0,2912
138,117.16,25.0,2929
139,117.88,25.0,2947
140,118.6,25.0,2965
141,118.64,25.0,2966
142,119.44,25.0,2986
143,120.24,25.0,3006
144,121.04,25.0,3026
145,121.08,25.0,3027
146,121.96,25.0,3049
147,122.88,25.0,3072
148,123.8,25.0,3095
149,123.84,25.0,3096
150,125.12,25.0,3128
151,126.44,25.0,3161
152,127.76,25.0,3194
153,127.8,25.0,3195
154,128.44,25.0,3211
155,129.08,25.0,3227
156,129.76,25.0,3244
157,129.8,25.0,3245
158,130.64,25.0,3266
159,131.48,25.0,3287
160,132.32,25.0,3308
161,132.36,25.0,3309
162,132.64,25.0,3316
163,132.92,25.0,3323
164,133.24,25.0,3331
165,133.28,25.0,3332
166,134.24,25.0,3356
167,135.24,25.0,3381
