n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.08,25.0,2
3,0.2,25.0,5
4,0.32,25.0,8
5,0.36,25.0,9
6,0.96,25.0,24
7,1.6,25.0,40
8,2.24,25.0,56
9,2.28,25.0,57
10,7.92,25.0,198
11,13.56,25.0,339
12,19.24,25.0,481
13,19.28,25.0,482
14,19.76,25.0,494
15,20.28,25.0,507
16,20.8,25.0,520
17,20.84,25.0,521
18,21.24,25.0,531
19,21.68,25.0,542
20,22.12,25.0,553
21,22.16,25.0,554
22,22.92,25.0,573
23,23.68,25.0,592
24,24.48,25.0,612
25,24.52,25.0,613
26,25.0,25.0,625
27,25.48,25.0,637
28,25.96,25.0,649
29,26.0,25.0,650
30,26.72,25.0,668
31,27.48,25.0,687
32,28.24,25.0,706
33,28.28,25.0,707
34,28.76,25.0,719
35,29.24,25.0,731
36,29.72,25.0,743
37,29.76,25.0,744
38,30.12,25.0,753
39,30.52,25.0,763
40,30.92,25.0,773
41,30.96,25.0,774
42,31.48,25.0,787
43,32.0,25.0,800
44,32.52,25.0,813
45,32.56,25.0,814
46,33.16,25.0,829
47,33.76,25.0,844
48,34.36,25.0,859
49,34.4,25.0,860
50,35.04,25.0,876
51,35.68,25.0,892
52,36.32,25.0,908
53,36.36,25.0,909
54,37.04,25.0,926
55,37.72,25.0,943
56,38.4,25.0,960
57,38.44,25.0,961
58,43.36,25.0,1084
59,48.32,25.0,1208
60,53.28,25.0,1332
61,53.32,25.0,1333
62,55.0,25.0,1375
63,56.68,25.0,1417
64,58.36,25.0,1459
65,58.4,25.0,1460
66,59.04,25.0,1476
67,59.68,25.0,1492
68,60.32,25.0,1508
69,60.36,25.0,1509
70,60.88,25.0,1522
71,61.44,25.0,1536
72,62.0,25.0,1550
73,62.04,25.0,1551
74,63.52,25.0,1588
75,65.0,25.0,1625
76,66.52,25.0,1663
77,66.56,25.0,1664
78,67.0,25.0,1675
79,67.44,25.0,1686
80,67.92,25.0,1698
81,67.96,25.0,1699
82,68.6,25.0,1715
83,69.24,25.0,1731
84,69.88,25.0,1747
85,69.92,25.0,1748
86,70.84,25.0,1771
87,71.76,25.0,1794
88,72.68,25.0,1817
89,72.72,25.0,1818
90,73.32,25.0,1833
91,73.92,25.0,1848
92,74.52,25.0,1863
93,74.56,25.0,1864
94,75.08,25.0,1877
95,75.6,25.0,1890
96,76.16,25.0,1904
97,76.2,25.0,1905
98,76.76,25.0,1919
99,77.32,25.0,1933
100,77.92,25.0,1948
101,77.96,25.0,1949
102,78.76,25.0,1969
103,79.56,25.0,1989
104,80.36,25.0,2009
105,80.4,25.0,2010
106,81.44,25.0,2036
107,82.48,25.0,2062
108,83.56,25.0,2089
109,83.6,25.0,2090
110,84.24,25.0,2106
111,84.88,25.0,2122
112,85.52,25.0,2138
113,85.56,25.0,2139
114,86.36,25.0,2159
115,87.16,25.0,2179
116,87.96,25.0,2199
117,88.0,25.0,2200
118,88.92,25.0,2223
119,89.88,25.0,2247
120,90.84,25.0,2271
121,90.88,25.0,2272
122,91.72,25.0,2293
123,92.56,25.0,2314
124,93.4,25.0,2335
125,93.44,25.0,2336
126,94.36,25.0,2359
127,95.28,25.0,2382
128,96.24,25.0,2406
129,96.28,25.0,2407
130,97.24,25.0,2431
131,98.2,25.0,2455
132,99.16,25.0,2479
133,99.2,25.0,2480
134,99.88,25.0,2497
135,100.56,25.0,2514
136,101.28,25.0,2532
137,101.32,25.0,2533
138,102.0,25.0,2550
139,102.68,25.0,2567
140,103.36,25.0,2584
141,103.4,25.0,2585
142,104.8,25.0,2620
143,106.2,25.0,2655
144,107.6,25.0,2690
145,107.64,25.0,2691
146,108.92,25.0,2723
147,110.2,25.0,2755
148,111.48,25.0,2787
149,111.52,25.0,2788
150,112.0,25.0,2800
151,112.52,25.0,2813
152,113.04,25.0,2826
153,113.08,25.0,2827
154,120.96,25.0,3024
155,128.88,25.0,3222
156,136.8,25.0,3420
157,136.84,25.0,3421
158,138.72,25.0,3468
159,140.6,25.0,3515
160,142.52,25.0,3563
161,142.56,25.0,3564
162,142.92,25.0,3573
163,143.32,25.0,3583
164,143.72,25.0,3593
165,143.76,25.0,3594
166,144.44,25.0,3611
167,145.16,25.0,3629
