n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.08,25.0,2
3,0.2,25.0,5
4,0.32,25.0,8
5,0.36,25.0,9
6,4.8,25.0,120
7,9.28,25.0,232
8,13.76,25.0,344
9,13.8,25.0,345
10,14.76,25.0,369
11,15.72,25.0,393
12,16.72,25.0,418
13,16.76,25.0,419
14,17.36,25.0,434
15,17.96,25.0,449
16,18.56,25.0,464
17,18.6,25.0,465
18,19.28,25.0,482
19,19.96,25.0,499
20,20.64,25.0,516
21,20.68,25.0,517
22,22.0,25.0,550
23,23.36,25.0,584
24,24.72,25.0,618
25,24.76,25.0,619
26,25.4,25.0,635
27,26.04,25.0,651
28,26.68,25.0,667
29,26.72,25.0,668
30,27.48,25.0,687
31,28.28,25.0,707
32,29.08,25.0,727
33,29.12,25.0,728
34,29.64,25.0,741
35,30.16,25.0,754
36,30.72,25.0,768
37,30.76,25.0,769
38,31.44,25.0,786
39,32.16,25.0,804
40,32.88,25.0,822
41,32.92,25.0,823
42,33.52,25.0,838
43,34.16,25.0,854
44,34.8,25.0,870
45,34.84,25.0,871
46,35.6,25.0,890
47,36.36,25.0,909
48,37.12,25.0,928
49,37.16,25.0,929
50,37.88,25.0,947
51,38.6,25.0,965
52,39.32,25.0,983
53,39.36,25.0,984
54,41.16,25.0,1029
55,42.96,25.0,1074
56,44.8,25.0,1120
57,44.84,25.0,1121
58,58.76,25.0,1469
59,72.68,25.0,1817
60,86.6,25.0,2165
61,86.68,25.0,2167
62,87.76,25.0,2194
63,88.88,25.0,2222
64,90.0,25.0,2250
65,90.04,25.0,2251
66,91.36,25.0,2284
67,92.68,25.0,2317
68,94.04,25.0,2351
69,94.08,25.0,2352
70,95.56,25.0,2389
71,97.08,25.0,2427
72,98.6,25.0,2465
73,98.64,25.0,2466
74,101.16,25.0,2529
75,103.68,25.0,2592
76,106.24,25.0,2656
77,106.28,25.0,2657
78,107.0,25.0,2675
79,107.72,25.0,2693
80,108.48,25.0,2712
81,108.52,25.0,2713
82,109.68,25.0,2742
83,110.84,25.0,2771
84,112.04,25.0,2801
85,112.08,25.0,2802
86,113.24,25.0,2831
87,114.4,25.0,2860
88,115.6,25.0,2890
89,115.64,25.0,2891
90,116.6,25.0,2915
91,117.56,25.0,2939
92,118.56,25.0,2964
93,118.6,25.0,2965
94,119.04,25.0,2976
95,119.48,25.0,2987
96,119.92,25.0,2998
97,119.96,25.0,2999
98,122.24,25.0,3056
99,124.52,25.0,3113
100,126.8,25.0,3170
101,126.84,25.0,3171
102,127.8,25.0,3195
103,128.76,25.0,3219
104,129.76,25.0,3244
105,129.8,25.0,3245
106,131.04,25.0,3276
107,132.32,25.0,3308
108,133.6,25.0,3340
109,133.64,25.0,3341
110,134.72,25.0,3368
111,135.84,25.0,3396
112,136.96,25.0,3424
113,137.0,25.0,3425
114,138.12,25.0,3453
115,139.24,25.0,3481
116,140.36,25.0,3509
117,140.4,25.0,3510
118,144.64,25.0,3616
119,148.92,25.0,3723
120,153.2,25.0,3830
121,153.24,25.0,3831
122,154.28,25.0,3857
123,155.32,25.0,3883
124,156.4,25.0,3910
125,156.44,25.0,3911
126,156.92,25.0,3923
127,157.4,25.0,3935
128,157.92,25.0,3948
129,157.96,25.0,3949
130,163.16,25.0,4079
131,168.36,25.0,4209
132,173.6,25.0,4340
133,173.68,25.0,4342
134,174.68,25.0,4367
135,175.68,25.0,4392
136,176.68,25.0,4417
137,176.72,25.0,4418
138,177.44,25.0,4436
139,178.16,25.0,4454
140,178.88,25.0,4472
141,178.92,25.0,4473
142,179.44,25.0,4486
143,180.0,25.0,4500
144,180.56,25.0,4514
145,180.6,25.0,4515
146,181.88,25.0,4547
147,183.16,25.0,4579
148,184.48,25.0,4612
149,184.52,25.0,4613
150,185.24,25.0,4631
151,185.96,25.0,4649
152,186.72,25.0,4668
153,186.76,25.0,4669
154,187.6,25.0,4690
155,188.44,25.0,4711
156,189.28,25.0,4732
157,189.32,25.0,4733
158,190.04,25.0,4751
159,190.8,25.0,4770
160,191.56,25.0,4789
161,191.6,25.0,4790
162,192.68,25.0,4817
163,193.76,25.0,4844
164,194.84,25.0,4871
165,194.88,25.0,4872
166,195.84,25.0,4896
