n,pts_time,fps,frame_idx
1,0.04,25.0,1
2,0.64,25.0,16
3,1.28,25.0,32
4,1.92,25.0,48
5,1.96,25.0,49
6,7.4,25.0,185
7,12.84,25.0,321
8,18.28,25.0,457
9,18.32,25.0,458
10,19.2,25.0,480
11,20.12,25.0,503
12,21.04,25.0,526
13,21.08,25.0,527
14,21.68,25.0,542
15,22.28,25.0,557
16,22.88,25.0,572
17,22.92,25.0,573
18,23.6,25.0,590
19,24.28,25.0,607
20,24.96,25.0,624
21,25.0,25.0,625
22,26.32,25.0,658
23,27.68,25.0,692
24,29.04,25.0,726
25,29.08,25.0,727
26,29.72,25.0,743
27,30.36,25.0,759
28,31.0,25.0,775
29,31.04,25.0,776
30,31.72,25.0,793
31,32.4,25.0,810
32,33.08,25.0,827
33,33.12,25.0,828
34,33.96,25.0,849
35,34.8,25.0,870
36,35.68,25.0,892
37,35.72,25.0,893
38,42.08,25.0,1052
39,48.48,25.0,1212
40,54.88,25.0,1372
41,54.92,25.0,1373
42,55.52,25.0,1388
43,56.12,25.0,1403
44,56.72,25.0,1418
45,56.76,25.0,1419
46,57.64,25.0,1441
47,58.52,25.0,1463
48,59.44,25.0,1486
49,59.48,25.0,1487
50,60.32,25.0,1508
51,61.16,25.0,1529
52,62.0,25.0,1550
53,62.04,25.0,1551
54,63.96,25.0,1599
55,65.92,25.0,1648
56,67.88,25.0,1697
57,67.92,25.0,1698
58,68.76,25.0,1719
59,69.64,25.0,1741
60,70.52,25.0,1763
61,70.56,25.0,1764
62,71.6,25.0,1790
63,72.64,25.0,1816
64,73.72,25.0,1843
65,73.76,25.0,1844
66,74.8,25.0,1870
67,75.88,25.0,1897
68,76.96,25.0,1924
69,77.0,25.0,1925
70,77.96,25.0,1949
71,78.92,25.0,1973
72,79.88,25.0,1997
73,79.92,25.0,1998
74,80.92,25.0,2023
75,81.92,25.0,2048
76,82.96,25.0,2074
77,83.0,25.0,2075
78,83.92,25.0,2098
79,84.88,25.0,2122
80,85.84,25.0,2146
81,85.88,25.0,2147
82,86.92,25.0,2173
83,88.0,25.0,2200
84,89.08,25.0,2227
85,89.12,25.0,2228
86,90.12,25.0,2253
87,91.12,25.0,2278
88,92.12,25.0,2303
89,92.16,25.0,2304
90,93.16,25.0,2329
91,94.16,25.0,2354
92,95.2,25.0,2380
93,95.24,25.0,2381
94,96.16,25.0,2404
95,97.08,25.0,2427
96,98.0,25.0,2450
97,98.04,25.0,2451
98,98.68,25.0,2467
99,99.32,25.0,2483
100,100.0,25.0,2500
101,100.04,25.0,2501
102,100.8,25.0,2520
103,101.6,25.0,2540
104,102.4,25.0,2560
105,102.44,25.0,2561
106,103.2,25.0,2580
107,103.96,25.0,2599
108,104.72,25.0,2618
109,104.76,25.0,2619
110,105.76,25.0,2644
111,106.8,25.0,2670
112,107.84,25.0,2696
113,107.88,25.0,2697
114,114.04,25.0,2851
115,120.2,25.0,3005
116,126.4,25.0,3160
117,126.44,25.0,3161
118,128.28,25.0,3207
119,130.12,25.0,3253
120,131.96,25.0,3299
121,132.0,25.0,3300
122,133.0,25.0,3325
123,134.04,25.0,3351
124,135.08,25.0,3377
125,135.12,25.0,3378
126,135.76,25.0,3394
