n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.08,25.0,2
3,0.2,25.0,5
4,0.32,25.0,8
5,0.36,25.0,9
6,1.24,25.0,31
7,2.12,25.0,53
8,3.0,25.0,75
9,3.08,25.0,77
10,8.72,25.0,218
11,14.36,25.0,359
12,20.0,25.0,500
13,20.04,25.0,501
14,20.8,25.0,520
15,21.6,25.0,540
16,22.4,25.0,560
17,22.44,25.0,561
18,22.96,25.0,574
19,23.48,25.0,587
20,24.0,25.0,600
21,24.08,25.0,602
22,24.4,25.0,610
23,24.72,25.0,618
24,25.08,25.0,627
25,25.12,25.0,628
26,25.52,25.0,638
27,25.92,25.0,648
28,26.32,25.0,658
29,26.36,25.0,659
30,26.72,25.0,668
31,27.08,25.0,677
32,27.48,25.0,687
33,27.52,25.0,688
34,27.88,25.0,697
35,28.24,25.0,706
36,28.64,25.0,716
37,28.68,25.0,717
38,29.08,25.0,727
39,29.52,25.0,738
40,29.96,25.0,749
41,30.0,25.0,750
42,30.4,25.0,760
43,30.8,25.0,770
44,31.2,25.0,780
45,31.24,25.0,781
46,31.64,25.0,791
47,32.04,25.0,801
48,32.44,25.0,811
49,32.48,25.0,812
50,32.88,25.0,822
51,33.28,25.0,832
52,33.68,25.0,842
53,33.72,25.0,843
54,34.44,25.0,861
55,35.2,25.0,880
56,35.96,25.0,899
57,36.0,25.0,900
58,36.48,25.0,912
59,36.96,25.0,924
60,37.44,25.0,936
61,37.48,25.0,937
62,37.72,25.0,943
63,38.0,25.0,950
64,38.28,25.0,957
65,38.32,25.0,958
66,38.68,25.0,967
67,39.04,25.0,976
68,39.44,25.0,986
69,39.48,25.0,987
70,39.72,25.0,993
71,40.0,25.0,1000
72,40.28,25.0,1007
73,40.32,25.0,1008
74,40.8,25.0,1020
75,41.28,25.0,1032
76,41.76,25.0,1044
77,41.8,25.0,1045
78,43.12,25.0,1078
79,44.44,25.0,1111
80,45.76,25.0,1144
81,45.8,25.0,1145
82,54.4,25.0,1360
83,63.0,25.0,1575
84,71.64,25.0,1791
85,71.68,25.0,1792
86,72.56,25.0,1814
87,73.44,25.0,1836
88,74.32,25.0,1858
89,74.36,25.0,1859
90,75.4,25.0,1885
91,76.44,25.0,1911
92,77.48,25.0,1937
93,77.52,25.0,1938
94,79.8,25.0,1995
95,82.08,25.0,2052
96,84.4,25.0,2110
97,84.44,25.0,2111
98,85.4,25.0,2135
99,86.36,25.0,2159
100,87.32,25.0,2183
101,87.36,25.0,2184
102,87.96,25.0,2199
103,88.6,25.0,2215
104,89.24,25.0,2231
105,89.28,25.0,2232
106,96.0,25.0,2400
107,102.72,25.0,2568
108,109.48,25.0,2737
109,109.52,25.0,2738
110,111.88,25.0,2797
111,114.24,25.0,2856
112,116.6,25.0,2915
113,116.64,25.0,2916
114,119.36,25.0,2984
115,122.08,25.0,3052
116,124.8,25.0,3120
117,124.84,25.0,3121
118,129.16,25.0,3229
119,133.48,25.0,3337
120,137.8,25.0,3445
121,137.84,25.0,3446
122,138.6,25.0,3465
123,139.36,25.0,3484
124,140.12,25.0,3503
125,140.16,25.0,3504
126,140.72,25.0,3518
127,141.28,25.0,3532
128,141.88,25.0,3547
129,141.92,25.0,3548
130,142.64,25.0,3566
131,143.36,25.0,3584
132,144.12,25.0,3603
133,144.16,25.0,3604
134,145.08,25.0,3627
135,146.04,25.0,3651
136,147.0,25.0,3675
137,147.04,25.0,3676
138,148.0,25.0,3700
139,148.96,25.0,3724
140,149.96,25.0,3749
141,150.0,25.0,3750
142,150.44,25.0,3761
143,150.88,25.0,3772
144,151.32,25.0,3783
145,151.36,25.0,3784
146,152.36,25.0,3809
147,153.4,25.0,3835
148,154.44,25.0,3861
149,154.48,25.0,3862
150,155.16,25.0,3879
151,155.84,25.0,3896
152,156.56,25.0,3914
153,156.6,25.0,3915
154,157.16,25.0,3929
155,157.76,25.0,3944
156,158.36,25.0,3959
157,158.4,25.0,3960
158,159.08,25.0,3977
159,159.76,25.0,3994
160,160.48,25.0,4012
161,160.52,25.0,4013
162,161.0,25.0,4025
163,161.48,25.0,4037
164,162.0,25.0,4050
165,162.04,25.0,4051
166,162.84,25.0,4071
167,163.64,25.0,4091
168,164.44,25.0,4111
