n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.12,25.0,3
3,0.24,25.0,6
4,0.36,25.0,9
5,0.4,25.0,10
6,0.76,25.0,19
7,1.16,25.0,29
8,1.56,25.0,39
9,1.64,25.0,41
10,5.08,25.0,127
11,8.52,25.0,213
12,12.0,25.0,300
13,12.04,25.0,301
14,12.88,25.0,322
15,13.72,25.0,343
16,14.6,25.0,365
17,14.64,25.0,366
18,15.12,25.0,378
19,15.64,25.0,391
20,16.16,25.0,404
21,16.2,25.0,405
22,16.76,25.0,419
23,17.32,25.0,433
24,17.88,25.0,447
25,17.92,25.0,448
26,19.04,25.0,476
27,20.2,25.0,505
28,21.36,25.0,534
29,21.4,25.0,535
30,21.92,25.0,548
31,22.44,25.0,561
32,23.0,25.0,575
33,23.04,25.0,576
34,24.12,25.0,603
35,25.24,25.0,631
36,26.36,25.0,659
37,26.4,25.0,660
38,26.88,25.0,672
39,27.4,25.0,685
40,27.92,25.0,698
41,27.96,25.0,699
42,28.56,25.0,714
43,29.2,25.0,730
44,29.84,25.0,746
45,29.88,25.0,747
46,30.36,25.0,759
47,30.84,25.0,771
48,31.32,25.0,783
49,31.36,25.0,784
50,31.92,25.0,798
51,32.48,25.0,812
52,33.04,25.0,826
53,33.08,25.0,827
54,34.6,25.0,865
55,36.16,25.0,904
56,37.72,25.0,943
57,37.76,25.0,944
58,43.32,25.0,1083
59,48.88,25.0,1222
60,54.48,25.0,1362
61,54.52,25.0,1363
62,55.52,25.0,1388
63,56.52,25.0,1413
64,57.52,25.0,1438
65,57.56,25.0,1439
66,57.96,25.0,1449
67,58.4,25.0,1460
68,58.84,25.0,1471
69,58.88,25.0,1472
70,59.72,25.0,1493
71,60.56,25.0,1514
72,61.4,25.0,1535
73,61.44,25.0,1536
74,62.04,25.0,1551
75,62.68,25.0,1567
76,63.32,25.0,1583
77,63.36,25.0,1584
78,64.0,25.0,1600
79,64.64,25.0,1616
80,65.28,25.0,1632
81,65.32,25.0,1633
82,65.48,25.0,1637
83,65.64,25.0,1641
84,65.84,25.0,1646
85,65.88,25.0,1647
86,66.4,25.0,1660
87,66.96,25.0,1674
88,67.52,25.0,1688
89,67.56,25.0,1689
90,68.16,25.0,1704
91,68.76,25.0,1719
92,69.36,25.0,1734
93,69.4,25.0,1735
94,69.84,25.0,1746
95,70.28,25.0,1757
96,70.76,25.0,1769
97,70.8,25.0,1770
98,72.08,25.0,1802
99,73.4,25.0,1835
100,74.72,25.0,1868
101,74.76,25.0,1869
102,75.4,25.0,1885
103,76.04,25.0,1901
104,76.72,25.0,1918
105,76.76,25.0,1919
106,77.24,25.0,1931
107,77.76,25.0,1944
108,78.28,25.0,1957
109,78.32,25.0,1958
110,79.92,25.0,1998
111,81.56,25.0,2039
112,83.2,25.0,2080
113,83.24,25.0,2081
114,84.64,25.0,2116
115,86.04,25.0,2151
116,87.48,25.0,2187
117,87.52,25.0,2188
118,88.12,25.0,2203
119,88.72,25.0,2218
120,89.32,25.0,2233
121,89.36,25.0,2234
122,89.88,25.0,2247
123,90.44,25.0,2261
124,91.0,25.0,2275
125,91.04,25.0,2276
126,91.64,25.0,2291
127,92.28,25.0,2307
128,92.92,25.0,2323
129,92.96,25.0,2324
130,93.76,25.0,2344
131,94.6,25.0,2365
132,95.44,25.0,2386
133,95.48,25.0,2387
134,96.56,25.0,2414
135,97.64,25.0,2441
136,98.72,25.0,2468
137,98.76,25.0,2469
138,99.68,25.0,2492
139,100.6,25.0,2515
140,101.56,25.0,2539
141,101.6,25.0,2540
142,103.2,25.0,2580
