n,pts_time,fps,frame_idx
1,0.04,25.0,1
2,4.76,25.0,119
3,9.48,25.0,237
4,14.24,25.0,356
5,14.28,25.0,357
6,15.16,25.0,379
7,16.08,25.0,402
8,17.0,25.0,425
9,17.04,25.0,426
10,17.72,25.0,443
11,18.44,25.0,461
12,19.16,25.0,479
13,19.2,25.0,480
14,19.84,25.0,496
15,20.48,25.0,512
16,21.12,25.0,528
17,21.16,25.0,529
18,21.8,25.0,545
19,22.44,25.0,561
20,23.08,25.0,577
21,23.12,25.0,578
22,23.76,25.0,594
23,24.4,25.0,610
24,25.08,25.0,627
25,25.12,25.0,628
26,25.76,25.0,644
27,26.4,25.0,660
28,27.08,25.0,677
29,27.12,25.0,678
30,27.76,25.0,694
31,28.4,25.0,710
32,29.04,25.0,726
33,29.08,25.0,727
34,29.72,25.0,743
35,30.36,25.0,759
36,31.04,25.0,776
37,31.08,25.0,777
38,31.72,25.0,793
39,32.36,25.0,809
40,33.0,25.0,825
41,33.04,25.0,826
42,34.84,25.0,871
43,36.64,25.0,916
44,38.44,25.0,961
45,38.48,25.0,962
46,45.48,25.0,1137
47,52.52,25.0,1313
48,59.56,25.0,1489
49,59.6,25.0,1490
50,61.2,25.0,1530
51,62.8,25.0,1570
52,64.44,25.0,1611
53,64.48,25.0,1612
54,65.24,25.0,1631
55,66.0,25.0,1650
56,66.76,25.0,1669
57,66.8,25.0,1670
58,68.2,25.0,1705
59,69.6,25.0,1740
60,71.04,25.0,1776
61,71.08,25.0,1777
62,73.52,25.0,1838
63,76.0,25.0,1900
64,78.48,25.0,1962
65,78.52,25.0,1963
66,80.52,25.0,2013
67,82.52,25.0,2063
68,84.52,25.0,2113
69,84.56,25.0,2114
70,87.16,25.0,2179
71,89.76,25.0,2244
72,92.4,25.0,2310
73,92.44,25.0,2311
74,97.56,25.0,2439
75,102.68,25.0,2567
76,107.8,25.0,2695
77,107.84,25.0,2696
78,109.12,25.0,2728
79,110.4,25.0,2760
80,111.72,25.0,2793
81,111.76,25.0,2794
82,112.72,25.0,2818
83,113.68,25.0,2842
84,114.68,25.0,2867
85,114.72,25.0,2868
86,115.68,25.0,2892
87,116.64,25.0,2916
88,117.64,25.0,2941
89,117.68,25.0,2942
90,118.36,25.0,2959
91,119.08,25.0,2977
92,119.8,25.0,2995
93,119.84,25.0,2996
94,120.4,25.0,3010
95,120.96,25.0,3024
96,121.56,25.0,3039
97,121.6,25.0,3040
98,123.32,25.0,3083
99,125.04,25.0,3126
100,126.8,25.0,3170
101,126.84,25.0,3171
102,127.4,25.0,3185
103,128.0,25.0,3200
104,128.6,25.0,3215
105,128.64,25.0,3216
106,129.28,25.0,3232
107,129.92,25.0,3248
108,130.6,25.0,3265
109,130.64,25.0,3266
110,131.16,25.0,3279
111,131.72,25.0,3293
112,132.28,25.0,3307
113,132.32,25.0,3308
114,132.64,25.0,3316
115,132.96,25.0,3324
116,133.28,25.0,3332
117,133.32,25.0,3333
118,133.8,25.0,3345
119,134.28,25.0,3357
120,134.76,25.0,3369
121,134.8,25.0,3370
122,135.72,25.0,3393
123,136.68,25.0,3417
124,137.64,25.0,3441
125,137.68,25.0,3442
126,138.28,25.0,3457
127,138.88,25.0,3472
128,139.48,25.0,3487
129,139.52,25.0,3488
130,140.52,25.0,3513
131,141.52,25.0,3538
132,142.52,25.0,3563
133,142.56,25.0,3564
134,143.44,25.0,3586
135,144.36,25.0,3609
136,145.28,25.0,3632
137,145.32,25.0,3633
138,146.68,25.0,3667
139,148.04,25.0,3701
140,149.4,25.0,3735
141,149.44,25.0,3736
142,150.28,25.0,3757
143,151.16,25.0,3779
144,152.04,25.0,3801
145,152.08,25.0,3802
146,152.68,25.0,3817
147,153.32,25.0,3833
148,153.96,25.0,3849
149,154.0,25.0,3850
150,154.52,25.0,3863
151,155.04,25.0,3876
152,155.6,25.0,3890
153,155.64,25.0,3891
154,156.76,25.0,3919
155,157.88,25.0,3947
156,159.0,25.0,3975
157,159.04,25.0,3976
158,160.4,25.0,4010
159,161.8,25.0,4045
160,163.2,25.0,4080
161,163.24,25.0,4081
162,164.56,25.0,4114
163,165.92,25.0,4148
164,167.28,25.0,4182
165,167.32,25.0,4183
166,168.48,25.0,4212
167,169.64,25.0,4241
168,170.84,25.0,4271
169,170.88,25.0,4272
170,171.48,25.0,4287
171,172.12,25.0,4303
172,172.76,25.0,4319
173,172.8,25.0,4320
174,179.12,25.0,4478
175,185.44,25.0,4636
176,191.8,25.0,4795
177,191.84,25.0,4796
178,196.6,25.0,4915
179,201.36,25.0,5034
180,206.16,25.0,5154
181,206.2,25.0,5155
182,206.96,25.0,5174
183,207.76,25.0,5194
184,208.56,25.0,5214
185,208.6,25.0,5215
186,209.28,25.0,5232
187,210.0,25.0,5250
188,210.72,25.0,5268
189,210.76,25.0,5269
190,211.68,25.0,5292
191,212.64,25.0,5316
192,213.6,25.0,5340
193,213.64,25.0,5341
194,214.52,25.0,5363
195,215.4,25.0,5385
196,216.32,25.0,5408
197,216.36,25.0,5409
198,217.12,25.0,5428
199,217.88,25.0,5447
200,218.68,25.0,5467
201,218.72,25.0,5468
202,219.6,25.0,5490
203,220.48,25.0,5512
204,221.36,25.0,5534
205,221.4,25.0,5535
206,222.92,25.0,5573
207,224.44,25.0,5611
208,225.96,25.0,5649
209,226.0,25.0,5650
210,226.88,25.0,5672
211,227.76,25.0,5694
212,228.68,25.0,5717
213,228.72,25.0,5718
214,229.6,25.0,5740
215,230.52,25.0,5763
216,231.44,25.0,5786
217,231.48,25.0,5787
218,232.72,25.0,5818
219,233.96,25.0,5849
220,235.24,25.0,5881
221,235.28,25.0,5882
222,236.24,25.0,5906
223,237.2,25.0,5930
224,238.2,25.0,5955
225,238.24,25.0,5956
226,240.52,25.0,6013
227,242.84,25.0,6071
228,245.16,25.0,6129
229,245.2,25.0,6130
230,246.68,25.0,6167
231,248.16,25.0,6204
232,249.64,25.0,6241
233,249.68,25.0,6242
234,251.68,25.0,6292
235,253.68,25.0,6342
236,255.68,25.0,6392
237,255.72,25.0,6393
238,256.56,25.0,6414
239,257.4,25.0,6435
240,258.28,25.0,6457
241,258.32,25.0,6458
242,259.2,25.0,6480
243,260.08,25.0,6502
244,260.96,25.0,6524
245,261.0,25.0,6525
246,262.0,25.0,6550
247,263.0,25.0,6575
248,264.0,25.0,6600
249,264.04,25.0,6601
250,270.52,25.0,6763
251,277.04,25.0,6926
252,283.56,25.0,7089
253,283.6,25.0,7090
254,285.2,25.0,7130
255,286.8,25.0,7170
256,288.44,25.0,7211
257,288.48,25.0,7212
258,291.36,25.0,7284
259,294.24,25.0,7356
260,297.16,25.0,7429
261,297.2,25.0,7430
262,297.8,25.0,7445
263,298.4,25.0,7460
264,299.0,25.0,7475
265,299.04,25.0,7476
266,299.6,25.0,7490
267,300.16,25.0,7504
268,300.72,25.0,7518
269,300.76,25.0,7519
270,301.32,25.0,7533
271,301.92,25.0,7548
272,302.52,25.0,7563
273,302.56,25.0,7564
274,302.92,25.0,7573
275,303.28,25.0,7582
276,303.64,25.0,7591
277,303.68,25.0,7592
278,304.2,25.0,7605
279,304.72,25.0,7618
280,305.24,25.0,7631
281,305.28,25.0,7632
282,306.48,25.0,7662
283,307.72,25.0,7693
284,308.96,25.0,7724
285,309.0,25.0,7725
286,309.76,25.0,7744
287,310.52,25.0,7763
288,311.28,25.0,7782
289,311.32,25.0,7783
290,312.08,25.0,7802
291,312.84,25.0,7821
292,313.64,25.0,7841
293,313.68,25.0,7842
294,314.08,25.0,7852
295,314.48,25.0,7862
296,314.88,25.0,7872
297,314.92,25.0,7873
298,317.32,25.0,7933
299,319.72,25.0,7993
300,322.12,25.0,8053
301,322.16,25.0,8054
302,325.08,25.0,8127
303,328.0,25.0,8200
304,330.92,25.0,8273
305,330.96,25.0,8274
306,332.0,25.0,8300
307,333.04,25.0,8326
308,334.08,25.0,8352
309,334.12,25.0,8353
310,335.08,25.0,8377
311,336.08,25.0,8402
312,337.08,25.0,8427
313,337.12,25.0,8428
314,337.6,25.0,8440
315,338.12,25.0,8453
316,338.64,25.0,8466
317,338.68,25.0,8467
318,339.44,25.0,8486
319,340.24,25.0,8506
320,341.04,25.0,8526
321,341.08,25.0,8527
322,342.2,25.0,8555
323,343.32,25.0,8583
324,344.48,25.0,8612
325,344.52,25.0,8613
326,345.12,25.0,8628
327,345.76,25.0,8644
328,346.4,25.0,8660
329,346.44,25.0,8661
330,348.36,25.0,8709
331,350.28,25.0,8757
332,352.2,25.0,8805
333,352.24,25.0,8806
334,353.04,25.0,8826
335,353.84,25.0,8846
336,354.68,25.0,8867
337,354.72,25.0,8868
338,355.44,25.0,8886
