n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.12,25.0,3
3,0.24,25.0,6
4,0.36,25.0,9
5,0.4,25.0,10
6,0.88,25.0,22
7,1.36,25.0,34
8,1.84,25.0,46
9,1.88,25.0,47
10,5.6,25.0,140
11,9.32,25.0,233
12,13.08,25.0,327
13,13.12,25.0,328
14,13.92,25.0,348
15,14.72,25.0,368
16,15.56,25.0,389
17,15.6,25.0,390
18,16.0,25.0,400
19,16.4,25.0,410
20,16.8,25.0,420
21,16.84,25.0,421
22,17.24,25.0,431
23,17.64,25.0,441
24,18.04,25.0,451
25,18.08,25.0,452
26,18.48,25.0,462
27,18.88,25.0,472
28,19.28,25.0,482
29,19.32,25.0,483
30,19.76,25.0,494
31,20.2,25.0,505
32,20.64,25.0,516
33,20.68,25.0,517
34,21.08,25.0,527
35,21.48,25.0,537
36,21.88,25.0,547
37,21.92,25.0,548
38,22.32,25.0,558
39,22.72,25.0,568
40,23.12,25.0,578
41,23.16,25.0,579
42,23.56,25.0,589
43,23.96,25.0,599
44,24.36,25.0,609
45,24.4,25.0,610
46,24.8,25.0,620
47,25.2,25.0,630
48,25.6,25.0,640
49,25.64,25.0,641
50,26.84,25.0,671
51,28.08,25.0,702
52,29.32,25.0,733
53,29.36,25.0,734
54,29.76,25.0,744
55,30.16,25.0,754
56,30.6,25.0,765
57,30.64,25.0,766
58,31.2,25.0,780
59,31.76,25.0,794
60,32.36,25.0,809
61,32.4,25.0,810
62,32.6,25.0,815
63,32.84,25.0,821
64,33.08,25.0,827
65,33.12,25.0,828
66,33.52,25.0,838
67,33.92,25.0,848
68,34.32,25.0,858
69,34.36,25.0,859
70,34.76,25.0,869
71,35.16,25.0,879
72,35.56,25.0,889
73,35.6,25.0,890
74,36.48,25.0,912
75,37.4,25.0,935
76,38.32,25.0,958
77,38.36,25.0,959
78,44.84,25.0,1121
79,51.36,25.0,1284
80,57.88,25.0,1447
81,57.92,25.0,1448
82,58.92,25.0,1473
83,59.92,25.0,1498
84,60.96,25.0,1524
85,61.0,25.0,1525
86,62.64,25.0,1566
87,64.32,25.0,1608
88,66.0,25.0,1650
89,66.04,25.0,1651
90,66.64,25.0,1666
91,67.28,25.0,1682
92,67.92,25.0,1698
93,67.96,25.0,1699
94,68.92,25.0,1723
95,69.92,25.0,1748
96,70.92,25.0,1773
97,70.96,25.0,1774
98,71.76,25.0,1794
99,72.6,25.0,1815
100,73.44,25.0,1836
101,73.48,25.0,1837
102,74.48,25.0,1862
103,75.52,25.0,1888
104,76.56,25.0,1914
105,76.6,25.0,1915
106,77.12,25.0,1928
107,77.68,25.0,1942
108,78.24,25.0,1956
109,78.28,25.0,1957
110,80.52,25.0,2013
111,82.76,25.0,2069
112,85.04,25.0,2126
113,85.08,25.0,2127
114,86.64,25.0,2166
115,88.24,25.0,2206
116,89.84,25.0,2246
117,89.88,25.0,2247
118,90.72,25.0,2268
119,91.56,25.0,2289
120,92.4,25.0,2310
121,92.44,25.0,2311
122,94.68,25.0,2367
123,96.92,25.0,2423
124,99.16,25.0,2479
125,99.2,25.0,2480
126,99.88,25.0,2497
127,100.56,25.0,2514
128,101.24,25.0,2531
129,101.28,25.0,2532
130,102.12,25.0,2553
131,103.0,25.0,2575
132,103.88,25.0,2597
133,103.92,25.0,2598
134,104.84,25.0,2621
135,105.8,25.0,2645
136,106.76,25.0,2669
137,106.8,25.0,2670
138,107.76,25.0,2694
139,108.72,25.0,2718
140,109.68,25.0,2742
141,109.72,25.0,2743
142,110.52,25.0,2763
143,111.36,25.0,2784
144,112.2,25.0,2805
