n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.08,25.0,2
3,0.16,25.0,4
4,0.28,25.0,7
5,0.32,25.0,8
6,0.72,25.0,18
7,1.12,25.0,28
8,1.56,25.0,39
9,1.6,25.0,40
10,7.92,25.0,198
11,14.24,25.0,356
12,20.6,25.0,515
13,20.64,25.0,516
14,21.36,25.0,534
15,22.12,25.0,553
16,22.88,25.0,572
17,22.92,25.0,573
18,23.32,25.0,583
19,23.72,25.0,593
20,24.16,25.0,604
21,24.2,25.0,605
22,24.44,25.0,611
23,24.72,25.0,618
24,25.0,25.0,625
25,25.04,25.0,626
26,25.52,25.0,638
27,26.0,25.0,650
28,26.48,25.0,662
29,26.52,25.0,663
30,27.0,25.0,675
31,27.48,25.0,687
32,28.0,25.0,700
33,28.04,25.0,701
34,28.56,25.0,714
35,29.08,25.0,727
36,29.6,25.0,740
37,29.64,25.0,741
38,30.2,25.0,755
39,30.76,25.0,769
40,31.32,25.0,783
41,31.36,25.0,784
42,31.88,25.0,797
43,32.4,25.0,810
44,32.92,25.0,823
45,32.96,25.0,824
46,33.44,25.0,836
47,33.96,25.0,849
48,34.48,25.0,862
49,34.52,25.0,863
50,35.04,25.0,876
51,35.56,25.0,889
52,36.08,25.0,902
53,36.12,25.0,903
54,36.6,25.0,915
55,37.12,25.0,928
56,37.64,25.0,941
57,37.68,25.0,942
58,38.32,25.0,958
59,38.96,25.0,974
60,39.64,25.0,991
61,39.68,25.0,992
62,45.0,25.0,1125
63,50.32,25.0,1258
64,55.68,25.0,1392
65,55.72,25.0,1393
66,56.68,25.0,1417
67,57.64,25.0,1441
68,58.6,25.0,1465
69,58.64,25.0,1466
70,59.24,25.0,1481
71,59.84,25.0,1496
72,60.44,25.0,1511
73,60.48,25.0,1512
74,60.88,25.0,1522
75,61.28,25.0,1532
76,61.68,25.0,1542
77,61.72,25.0,1543
78,62.24,25.0,1556
79,62.8,25.0,1570
80,63.36,25.0,1584
81,63.4,25.0,1585
82,63.88,25.0,1597
83,64.36,25.0,1609
84,64.84,25.0,1621
85,64.88,25.0,1622
86,65.56,25.0,1639
87,66.24,25.0,1656
88,66.92,25.0,1673
89,66.96,25.0,1674
90,67.52,25.0,1688
91,68.12,25.0,1703
92,68.72,25.0,1718
93,68.76,25.0,1719
94,72.8,25.0,1820
95,76.84,25.0,1921
96,80.92,25.0,2023
97,80.96,25.0,2024
98,81.6,25.0,2040
99,82.24,25.0,2056
100,82.92,25.0,2073
101,82.96,25.0,2074
102,83.6,25.0,2090
103,84.24,25.0,2106
104,84.88,25.0,2122
105,84.92,25.0,2123
106,85.44,25.0,2136
107,85.96,25.0,2149
108,86.52,25.0,2163
109,86.56,25.0,2164
110,87.0,25.0,2175
111,87.48,25.0,2187
112,87.96,25.0,2199
113,88.0,25.0,2200
114,88.64,25.0,2216
115,89.32,25.0,2233
116,90.0,25.0,2250
117,90.04,25.0,2251
118,90.72,25.0,2268
119,91.4,25.0,2285
120,92.12,25.0,2303
121,92.16,25.0,2304
122,92.84,25.0,2321
123,93.52,25.0,2338
124,94.2,25.0,2355
125,94.24,25.0,2356
126,94.72,25.0,2368
127,95.2,25.0,2380
128,95.68,25.0,2392
129,95.72,25.0,2393
130,96.28,25.0,2407
131,96.84,25.0,2421
132,97.44,25.0,2436
133,97.48,25.0,2437
134,98.04,25.0,2451
135,98.64,25.0,2466
136,99.24,25.0,2481
137,99.28,25.0,2482
138,99.88,25.0,2497
139,100.52,25.0,2513
140,101.16,25.0,2529
141,101.2,25.0,2530
142,101.64,25.0,2541
143,102.12,25.0,2553
144,102.6,25.0,2565
145,102.64,25.0,2566
146,103.32,25.0,2583
147,104.0,25.0,2600
148,104.72,25.0,2618
149,104.76,25.0,2619
150,105.48,25.0,2637
151,106.2,25.0,2655
152,106.92,25.0,2673
153,106.96,25.0,2674
154,107.68,25.0,2692
155,108.44,25.0,2711
156,109.2,25.0,2730
157,109.24,25.0,2731
158,109.92,25.0,2748
159,110.64,25.0,2766
160,111.36,25.0,2784
161,111.4,25.0,2785
162,112.0,25.0,2800
163,112.6,25.0,2815
164,113.24,25.0,2831
165,113.28,25.0,2832
166,117.96,25.0,2949
167,122.64,25.0,3066
